#Nodes with GAIN events
N3: 1
B3088: 1
N12: 1
PGA445: 1
Rhatem: 1
F1476: 1
C984: 1
Trijoh: 1
Trimel: 1
N72: 1
Chasen: 1
N90: 1
Total number of gain events: 12
#+++++++++++++++++++++++++++++

#Nodes with LOSS events
BGA709: 1
B11604: 1
N13: 1
Rhaspe: 1
Rhatem: 1
N17: 1
F1476: 1
FGA456: 1
CGA312: 1
CGA763: 1
C601: 1
CGA236: 1
C984: 1
N56: 1
N60: 1
CGA453: 1
N62: 1
N63: 1
Trijoh: 1
Tribit: 1
N78: 1
N83: 1
Total number of loss events: 22
#+++++++++++++++++++++++++++++

#Nodes with duplication events
Total number of duplication events: 0
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events
N3: 1
N13: 1
N75: 1
Total number of demi-dulications events: 3
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with base number transitions

Total number of base number transitions: 0
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions to max chromosome allowed
Kinboe: 1
Total number of transitions to max chromosome: 1
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
B3088	2	0	0	1	0
BGA709	1	1	0	1	0
BGA309	1	0	0	1	0
B11696	1	0	0	1	0
B11609	1	0	0	1	0
B983	1	0	0	1	0
B11604	1	1	0	1	0
BGAA1	1	0	0	1	0
BGA584	1	0	0	1	0
BGA303	2	0	0	1	0
BGAB1	2	0	0	1	0
PGA445	1	0	0	0	0
Rhaspe	0	2	0	1	0
Rhamar	0	1	0	1	0
Rhatem	1	2	0	1	0
FGA379	0	2	0	1	0
F3015	0	2	0	1	0
F1476	1	3	0	1	0
Furcep	0	2	0	1	0
Furpol	0	2	0	1	0
F2241	0	2	0	1	0
Furang	0	2	0	1	0
FGA490	0	2	0	1	0
FGA456	0	3	0	1	0
FGA513	0	2	0	1	0
F12278	0	2	0	1	0
Furant	0	2	0	1	0
FGA331	0	2	0	1	0
FGA465	0	2	0	1	0
FGA99	0	2	0	1	0
FGA15	0	2	0	1	0
FGA581	0	2	0	1	0
FGA104	0	2	0	1	0
FGA489	0	2	0	1	0
FGA174	0	2	0	1	0
FurbGB	0	2	0	1	0
CGA312	0	3	0	1	0
CGA642	0	2	0	1	0
CGA763	0	3	0	1	0
C601	0	3	0	1	0
CGA236	0	3	0	1	0
Calboe	0	2	0	1	0
C3125	0	2	0	1	0
CGA429	0	2	0	1	0
C984	1	3	0	1	0
CGA310	0	2	0	1	0
CGA365	0	2	0	1	0
CGA494	0	2	0	1	0
C12265	0	2	0	1	0
C404	0	2	0	1	0
Cl11778	0	2	0	1	0
CGA48	0	2	0	1	0
C3126	0	2	0	1	0
CGA311	0	3	0	1	0
CGA45	0	3	0	1	0
C3043	0	3	0	1	0
CGA364	0	3	0	1	0
C2208	0	3	0	1	0
CGA453	0	4	0	1	0
CGA501	0	4	0	1	0
C3121	0	4	0	1	0
Calparcri	0	4	0	1	0
C3118	0	4	0	1	0
Triowe	0	1	0	1	0
Trijoh	1	2	0	1	0
Trimel	1	1	0	1	0
Trihoe	0	1	0	1	0
Tribit	0	2	0	1	0
Trijac	0	1	0	1	0
Tricri	1	1	0	1	0
Triwie	1	1	0	1	0
Triqua	1	1	0	1	0
Kinboe	0	1	0	2	0
Kinfis	0	1	0	2	0
Kinxen	0	1	0	1	0
Chaafr	0	2	0	1	0
Chacha	0	2	0	1	0
Chacaly	0	2	0	1	0
Chazey	0	2	0	1	0
Chadil	0	2	0	1	0
Chasen	1	2	0	1	0
Chanam	0	1	0	1	0
Braset	0	2	0	1	0
Bramel	0	2	0	1	0
Bratha	0	2	0	1	0
Bradra	0	2	0	1	0
Bratra	0	2	0	1	0
Bragut	0	2	0	1	0
Braven	0	2	0	1	0
Brapum	1	2	0	1	0
Bradam	1	2	0	1	0
