#Nodes with GAIN events with expectation above 0.5
Leiolep: 1.6925
N2: 1.10169
Furcep: 1.86125
N57: 1.87423
N63: 1.06145
N64: 1.95344
N75: 1.03837
C3125: 1.29207
N93: 1.3954
C2208: 0.996103
Riebrev: 1.90974
Total number of gain events: 24.2866
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 0.8375
Rhaspe: 1.70144
Rhamar: 1.64268
Rhatem: 0.778592
N34: 1.0847
N38: 1.00509
N43: 0.955768
N46: 0.768447
FGA465: 0.955823
N59: 0.72162
N61: 0.706903
FGA489: 1.00088
N70: 0.619931
N74: 0.977633
Calboe: 2.45575
N79: 1.61645
N80: 1.35094
N81: 1.46454
N86: 0.973114
N89: 1.55366
C404: 1.01645
N97: 1.0041
N107: 0.963882
N129: 1.11754
Total number of loss events: 36.004
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 2.42753e-20
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.0475
N3: 0.553768
N34: 0.999731
N65: 0.672152
N113: 0.958774
N117: 0.968599
N119: 0.621724
Riebrev: 2.0694
N129: 0.948421
Total number of demi-dulications events: 11.6269
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	1.6925	0.8375	0	1.0475	0
N2	1.10169	0.171206	2.42751e-20	0.00599315	0
N3	0.0413331	0.0139877	1.47364e-26	0.553768	0
N4	0.0775949	0.055611	7.4065e-31	0.437877	0
N5	0.0114269	0.00835861	1.15792e-33	0.00565652	0
B3088	0.22633	0.233607	0	0.00269185	0
N6	0.0162236	0.0135704	7.5209e-34	0.00121109	0
N7	0.186405	0.196343	1.41376e-44	0.00148074	0
BGA709	8.82743e-08	1.40146e-07	0	3.38128e-10	0
BGA710	8.82743e-08	1.40146e-07	0	3.38128e-10	0
BGA309	0.186544	0.196482	0	0.00148074	0
N8	0.0275949	0.0300927	3.85691e-35	0.00811558	0
N9	0.0467457	0.0450466	2.80497e-37	0.000216742	0
N10	0.0470858	0.0504985	2.2298e-54	1.6123e-05	0
B11696	5.73486e-08	9.25594e-08	0	9.05909e-12	0
B11697	5.73486e-08	9.25594e-08	0	9.05909e-12	0
N11	0.0399998	0.0433556	6.69461e-44	1.6106e-05	0
B11609	0.000406429	0.000463458	0	1.70728e-08	0
BGA392	0.000406429	0.000463458	0	1.70728e-08	0
N12	0.0048074	0.00580628	5.96419e-42	0.000226394	0
N13	0.00088775	0.000929099	2.66737e-47	4.8895e-06	0
N14	0.0113526	0.0101598	8.78791e-41	1.29039e-06	0
N15	0.0701824	0.0720486	4.23542e-58	2.86682e-07	0
B985	7.46208e-08	1.15517e-07	0	2.41767e-13	0
B983	7.46208e-08	1.15517e-07	0	2.41767e-13	0
N16	0.03368	0.034841	6.35433e-45	2.81731e-07	0
N17	0.0101349	0.0108401	4.10313e-60	5.19368e-09	0
B199	2.00009e-08	3.24948e-08	0	5.5501e-15	0
BGAA3	2.00009e-08	3.24948e-08	0	5.5501e-15	0
N18	0.0100107	0.0107159	4.11414e-60	5.19367e-09	0
B11604	2.82967e-08	4.59787e-08	0	7.86485e-15	0
BGA583	2.82967e-08	4.59787e-08	0	7.86485e-15	0
N19	0.0203266	0.0198173	2.54678e-43	1.52389e-06	0
N20	0.0426081	0.0437905	2.43298e-60	5.31597e-08	0
BGA89	6.62132e-07	1.02505e-06	0	6.37284e-13	0
BGA40	6.62132e-07	1.02505e-06	0	6.37284e-13	0
N21	0.00518645	0.00530457	8.89181e-45	4.4612e-08	0
N22	0.0271805	0.0282451	2.00945e-61	8.55141e-09	0
BGAA2	4.91953e-08	7.70808e-08	0	1.31391e-14	0
BGAA1	4.91953e-08	7.70808e-08	0	1.31391e-14	0
N23	0.025057	0.0261136	6.86692e-54	8.54908e-09	0
BGA584	0.000116316	0.000124382	0	3.60047e-12	0
BGA706	0.000116316	0.000124382	0	3.60047e-12	0
N24	0.0343694	0.0326081	5.5148e-43	5.98749e-06	0
N25	0.0376501	0.0401224	1.86451e-50	4.80071e-07	0
BGA304	0.000107515	0.000111287	0	3.89897e-11	0
BGA303	0.000107515	0.000111287	0	3.89897e-11	0
N26	0.0398979	0.042374	6.07353e-57	4.80108e-07	0
BGAB1	3.8302e-08	6.13086e-08	0	2.29871e-13	0
BGA7	3.8302e-08	6.13086e-08	0	2.29871e-13	0
N27	0.46401	0.442737	1.58364e-33	0.446279	0
PGA445	2.47817e-06	3.65447e-06	0	1.23847e-06	0
PGA363	2.47817e-06	3.65447e-06	0	1.23847e-06	0
N28	0.0282426	0.0255597	9.1852e-31	8.18222e-05	0
N29	0.00358127	0.440424	2.23601e-31	4.68604e-07	0
Rhaspe	0.180078	1.70144	0	0.000103987	0
N30	0.00405536	0.0624583	3.42125e-27	2.2943e-07	0
Rhamar	0.177608	1.64268	1.56739e-25	0.000798336	0
Rhatem	0.3076	0.778592	0	0.00213488	0
N31	0.0390398	0.00123417	1.99385e-37	4.02748e-06	0
N32	0.0222879	0.020878	1.89906e-40	4.14801e-05	0
