#Nodes with GAIN events
N21: 1
N25: 2
N26: 2
Rhaspe: 1
Rhamar: 2
N33: 2
N48: 1
N54: 2
Calboe: 1
N85: 1
N92: 1
N112: 1
Chanam: 1
Total number of gain events: 18
#+++++++++++++++++++++++++++++

#Nodes with LOSS events
BGA309: 3
N9: 1
N10: 2
N15: 1
N17: 2
N19: 1
N20: 1
N23: 1
N25: 1
N28: 1
Rhaspe: 1
N33: 1
Furcep: 1
N54: 1
N58: 3
N59: 2
FGA489: 1
FurbGB: 5
CGA642: 1
C3125: 1
N83: 1
N92: 1
N94: 1
N101: 1
N103: 1
N106: 1
N107: 1
N110: 1
Trijoh: 2
N114: 1
N116: 1
Kinboe: 2
Kinfis: 1
Kinxen: 3
N122: 1
N124: 1
Chadil: 1
Chanam: 1
N127: 1
N132: 1
Bradam: 2
Total number of loss events: 57
#+++++++++++++++++++++++++++++

#Nodes with duplication events
Total number of duplication events: 0
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events
Total number of demi-dulications events: 0
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with base number transitions

Total number of base number transitions: 0
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions to max chromosome allowed
Total number of transitions to max chromosome: 0
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
B3088	0	0	0	0	0
BGA709	0	0	0	0	0
BGA710	0	0	0	0	0
BGA309	0	3	0	0	0
B11696	0	1	0	0	0
B11697	0	1	0	0	0
B11609	0	2	0	0	0
BGA392	0	2	0	0	0
B985	0	0	0	0	0
B983	0	0	0	0	0
B199	0	1	0	0	0
BGAA3	0	1	0	0	0
B11604	0	3	0	0	0
BGA583	0	3	0	0	0
BGA89	0	1	0	0	0
BGA40	0	1	0	0	0
BGAA2	1	1	0	0	0
BGAA1	1	1	0	0	0
BGA584	0	1	0	0	0
BGA706	0	1	0	0	0
BGA304	0	1	0	0	0
BGA303	0	1	0	0	0
BGAB1	2	2	0	0	0
BGA7	2	2	0	0	0
PGA445	2	0	0	0	0
PGA363	2	0	0	0	0
Rhaspe	1	2	0	0	0
Rhamar	2	1	0	0	0
Rhatem	0	1	0	0	0
FGA379	2	1	0	0	0
F647	2	1	0	0	0
F3016	0	0	0	0	0
F3015	0	0	0	0	0
F1476	0	0	0	0	0
FGA81	0	0	0	0	0
Furcep	0	1	0	0	0
Furpol	0	0	0	0	0
F2241	0	0	0	0	0
F12266	0	0	0	0	0
Furang	0	0	0	0	0
FGA490	0	0	0	0	0
FGA456	1	0	0	0	0
FGA516	1	0	0	0	0
FGA513	1	0	0	0	0
F12278	3	1	0	0	0
F12279	3	1	0	0	0
Furant	1	0	0	0	0
FGA331	1	0	0	0	0
FGA332	1	0	0	0	0
FGA465	1	0	0	0	0
FGA99	1	3	0	0	0
F12269	1	3	0	0	0
FGA15	1	2	0	0	0
FGA440	1	2	0	0	0
FGA581	1	2	0	0	0
FGA582	1	2	0	0	0
FGA104	0	0	0	0	0
FGA105	0	0	0	0	0
FGA489	0	1	0	0	0
FGA174	0	0	0	0	0
FGA175	0	0	0	0	0
FurbGB	0	5	0	0	0
CGA312	0	0	0	0	0
CGA963	0	0	0	0	0
CGA642	0	1	0	0	0
CGA763	0	0	0	0	0
CGA764	0	0	0	0	0
C601	0	0	0	0	0
C602	0	0	0	0	0
CGA236	0	0	0	0	0
Calboe	1	0	0	0	0
C3125	0	1	0	0	0
CGA429	0	0	0	0	0
CGA430	0	0	0	0	0
C985	0	0	0	0	0
C984	0	0	0	0	0
CGA310	0	0	0	0	0
CGA314	0	0	0	0	0
CGA382	0	1	0	0	0
CGA365	0	1	0	0	0
CGA494	1	1	0	0	0
CGA495	1	1	0	0	0
C12265	0	0	0	0	0
C404	0	0	0	0	0
Cl11778	0	0	0	0	0
Cl11779	0	0	0	0	0
CGA594	0	0	0	0	0
CGA48	0	0	0	0	0
C3134	1	1	0	0	0
C3126	1	1	0	0	0
CGA311	0	0	0	0	0
CGA45	0	1	0	0	0
CGA46	0	1	0	0	0
C3043	0	1	0	0	0
CGA87	0	1	0	0	0
CGA368	0	1	0	0	0
CGA557	0	1	0	0	0
CGA364	0	1	0	0	0
C2208	0	1	0	0	0
CGA453	0	2	0	0	0
CGA383	0	2	0	0	0
CGA501	0	1	0	0	0
C11776	0	1	0	0	0
C3121	0	2	0	0	0
C3123	0	2	0	0	0
Calparcri	0	2	0	0	0
C3118	0	2	0	0	0
Triowe	1	1	0	0	0
Trijoh	1	3	0	0	0
Trimel	1	1	0	0	0
Trihoe	0	2	0	0	0
Tribit	0	2	0	0	0
Trijac	0	2	0	0	0
Tricri	0	2	0	0	0
Triwie	0	2	0	0	0
Triqua	0	2	0	0	0
Kinboe	0	2	0	0	0
Kinfis	0	1	0	0	0
Kinxen	0	3	0	0	0
Chaafr	0	2	0	0	0
Chacha	0	2	0	0	0
Chacaly	0	1	0	0	0
Chazey	0	1	0	0	0
Chadil	0	2	0	0	0
Chasen	0	1	0	0	0
Chanam	1	1	0	0	0
Braset	0	1	0	0	0
Bramel	0	1	0	0	0
Bratha	0	1	0	0	0
Bradra	0	2	0	0	0
Bratra	0	2	0	0	0
Bragut	0	1	0	0	0
Braven	0	1	0	0	0
Brapum	0	1	0	0	0
Bradam	0	3	0	0	0
