#Nodes with GAIN events with expectation above 0.5
N2: 0.717098
N3: 0.919942
N26: 1.39478
Furcep: 1.97094
N56: 1.83043
N62: 1.04673
N63: 1.94548
N67: 0.557199
N74: 1.02726
C3125: 1.3618
C12265: 0.503353
N92: 1.42671
C2208: 0.98497
Riebrev: 2.14353
Total number of gain events: 28.0383
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
N26: 0.526894
N27: 0.746644
N28: 0.531625
Rhaspe: 2.15889
Rhamar: 2.06709
Rhatem: 1.21699
N33: 1.2033
N37: 1.07652
N42: 1.00658
N45: 0.736591
FGA465: 0.99063
N58: 0.762938
N60: 0.744475
FGA489: 1.06314
N69: 0.546678
N73: 0.993641
Calboe: 2.55016
N78: 1.64863
N79: 1.17722
N80: 1.66712
N82: 0.502268
N85: 1.00575
N88: 1.51806
C404: 1.02476
N96: 1.01258
N106: 0.953728
Chanam: 0.518442
N128: 1.46688
Total number of loss events: 42.9731
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 5.44115e-25
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N33: 0.998127
N64: 0.712589
N112: 0.963905
N116: 0.971488
N118: 0.657923
Riebrev: 1.9372
N128: 0.920369
Total number of demi-dulications events: 8.82115
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
N2	0.717098	0.0105496	5.43876e-25	1.21889e-05	0
N3	0.919942	0.0528318	2.35012e-31	0.000458662	0
N4	0.0511254	0.0135684	7.22417e-38	1.35984e-05	0
B3088	0.411443	0.383119	0	6.23957e-06	0
N5	0.045227	0.0252361	7.90165e-38	2.55024e-06	0
N6	0.337649	0.32932	1.99416e-52	4.23691e-06	0
BGA709	1.99782e-07	3.26025e-07	0	1.35176e-11	0
BGA710	1.99782e-07	3.26025e-07	0	1.35176e-11	0
BGA309	0.338078	0.329749	0	4.22895e-06	0
N7	0.116148	0.0501704	8.19732e-40	1.84961e-05	0
N8	0.0910853	0.0821136	1.85057e-40	4.90018e-07	0
N9	0.0834522	0.0925133	1.24409e-54	6.60202e-08	0
B11696	1.28232e-07	2.3708e-07	0	2.55151e-13	0
B11697	1.28232e-07	2.3708e-07	0	2.55151e-13	0
N10	0.0702618	0.0791443	1.42159e-45	6.65435e-08	0
B11609	0.000736649	0.000915289	0	2.9826e-10	0
BGA392	0.000736649	0.000915289	0	2.9826e-10	0
N11	0.014159	0.0111981	4.40012e-47	5.02249e-07	0
N12	0.00225378	0.00208934	2.66224e-49	9.43212e-09	0
N13	0.0216749	0.0186771	6.43292e-41	2.15003e-09	0
N14	0.121879	0.128091	1.97411e-59	1.12528e-09	0
B985	1.61969e-07	2.8491e-07	0	5.53689e-13	0
B983	1.61969e-07	2.8491e-07	0	5.53689e-13	0
N15	0.0601312	0.0641333	1.04139e-46	2.12846e-09	0
N16	0.0153085	0.0175189	3.07139e-61	1.97783e-09	0
B199	4.54558e-08	8.62667e-08	0	2.98747e-15	0
BGAA3	4.54558e-08	8.62667e-08	0	2.98747e-15	0
N17	0.015434	0.0176444	3.08341e-61	1.97783e-09	0
B11604	6.43138e-08	1.22081e-07	0	4.22498e-15	0
BGA583	6.43138e-08	1.22081e-07	0	4.22498e-15	0
N18	0.0389956	0.0379479	1.06668e-43	2.48986e-09	0
N19	0.0746152	0.0788765	2.34789e-60	6.0126e-10	0
BGA89	1.45173e-06	2.56278e-06	0	1.52555e-12	0
BGA40	1.45173e-06	2.56278e-06	0	1.52555e-12	0
N20	0.00953424	0.0100603	1.11216e-47	5.07278e-10	0
