#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.945154
PGA445: 0.528607
Furcep: 1.92325
FGA331: 1.87394
FGA104: 1.02822
FGA174: 1.9359
C601: 1.00491
C3125: 1.29379
C3126: 1.33693
C2208: 0.984095
Total number of gain events: 20.5096
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.2961
PGA445: 0.557804
Rhaspe: 1.638
Rhamar: 1.57581
Rhatem: 0.676429
FGA379: 1.17787
F3015: 1.01375
F1476: 0.976905
N29: 0.804938
FGA465: 0.975854
FGA99: 0.79801
FGA15: 0.788534
FGA489: 1.00965
N43: 0.588564
CGA763: 1.00878
Calboe: 2.63318
CGA429: 1.71341
N50: 1.30926
C984: 1.58042
CGA494: 1.00153
N55: 1.60377
C404: 1.01912
CGA45: 1.01363
C3121: 0.965786
N84: 1.16454
Total number of loss events: 37.9038
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 1.68241e-24
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.0029
N3: 0.524747
FGA379: 0.999799
N39: 0.654839
N69: 0.955133
N73: 0.965362
N75: 0.58904
N84: 0.999397
Total number of demi-dulications events: 9.58293
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.945154	1.2961	0	1.0029	0
N2	0.160399	0.435575	1.68241e-24	0.0025195	0
N3	0.0190717	0.0149805	3.22748e-30	0.524747	0
N4	0.076045	0.0801637	5.67258e-35	0.465442	0
N5	0.019018	0.0122975	2.78656e-39	0.00630911	0
B3088	0.299567	0.328269	0	0.00349896	0
N6	0.0256297	0.0202591	3.05843e-37	0.00145038	0
BGA709	0.25167	0.285754	0	0.00204857	0
BGA309	0.25167	0.285754	0	0.00204857	0
N7	0.036198	0.0491611	2.0115e-40	0.00951412	0
N8	0.072233	0.0692001	5.81777e-42	0.000269994	0
B11696	0.0656502	0.0776995	0	2.52696e-05	0
B11609	0.0656502	0.0776995	0	2.52696e-05	0
N9	0.0065867	0.0101526	8.95091e-48	0.000285649	0
N10	0.0020182	0.00196897	8.22773e-47	6.32126e-06	0
N11	0.0191651	0.0153575	1.43712e-41	2.39351e-06	0
B983	0.098286	0.107594	0	8.79112e-07	0
B11604	0.098286	0.107594	0	8.79112e-07	0
N12	0.0549596	0.0538415	5.44654e-43	3.0844e-06	0
BGAA1	0.0414529	0.0480712	0	1.90818e-07	0
BGA584	0.0414529	0.0480712	0	1.90818e-07	0
N13	0.052409	0.0494481	6.05713e-46	8.79293e-06	0
BGA303	0.0544277	0.062839	0	8.10302e-07	0
BGAB1	0.0544277	0.062839	0	8.10302e-07	0
PGA445	0.528607	0.557804	0	0.475908	0
N14	0.00811572	0.0388883	4.28762e-32	1.42646e-05	0
N15	0.00374259	0.45253	6.08032e-37	8.43078e-08	0
Rhaspe	0.0977258	1.638	0	2.8107e-05	0
N16	0.0026217	0.0592503	2.45769e-32	5.41209e-08	0
Rhamar	0.0921254	1.57581	0	0.000246764	0
Rhatem	0.192084	0.676429	0	0.000343235	0
N17	0.0111641	0.00114337	2.37055e-41	1.8877e-07	0
N18	0.0150649	0.0138208	4.48552e-44	0.000100212	0
N19	0.0102389	0.0159267	2.40148e-42	1.3961e-06	0
FGA379	0.214282	1.17787	0	0.999799	0
N20	0.0269304	0.0139096	2.08013e-36	4.64833e-06	0
N21	0.0257823	0.0218678	4.40076e-39	3.41824e-06	0
N22	0.00121606	0.0285864	7.92009e-41	1.25934e-07	0
F3015	0.0290922	1.01375	0	4.79514e-08	0
N23	0.0022432	0.00445841	5.78996e-41	2.97291e-08	0
N24	0.0119023	0.00170694	2.40546e-39	1.54012e-08	0
N25	0.00221675	0.020967	3.52943e-43	5.43022e-09	0
N26	0.000607143	0.014333	1.97412e-49	2.76568e-10	0
F1476	0.0167459	0.976905	0	4.91443e-09	0
N27	0.00566521	0.00617871	7.71517e-40	3.21577e-09	0
Furcep	1.92325	0.158921	0	0.0592415	0
N28	0.000575798	0.028086	1.69466e-38	3.90081e-09	0
Furpol	0.0969681	0.0290986	0	1.04257e-06	0
N29	0.00181907	0.804938	4.00046e-39	3.7699e-09	0
N30	0.00197151	0.114777	1.86442e-44	2.09322e-10	0
F2241	0.00345912	0.0196596	0	2.10776e-10	0
Furang	0.00345912	0.0196596	0	2.10776e-10	0
FGA490	0.00863851	0.137645	0	2.16847e-10	0
N31	0.00452261	0.0124653	3.38621e-51	2.94768e-10	0
N32	0.00761697	0.00351398	1.27205e-47	4.28598e-10	0
N33	0.0321463	0.000890559	4.72059e-48	7.65095e-09	0
N34	0.00107325	0.00174931	7.75647e-43	5.37285e-09	0
N35	0.00253058	0.0028943	3.86921e-41	1.97431e-09	0
FGA456	0.00435306	0.00461578	0	6.0948e-10	0
FGA513	0.00435306	0.00461578	0	6.0948e-10	0
F12278	0.0114584	0.0120849	0	2.71296e-09	0
N36	0.126152	0.00271968	4.47401e-43	6.1408e-07	0
Furant	0.0054028	0.13016	0	2.14339e-06	0
FGA331	1.87394	0.000888844	0	0.000441029	0
FGA465	0.00580786	0.975854	0	1.22623e-09	0
N37	0.00311546	0.175641	1.53258e-48	3.53208e-09	0
