#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.749593
Furcep: 1.93532
N57: 1.87552
N63: 1.05421
N64: 1.92931
N75: 1.03314
C3125: 1.38332
N93: 1.40508
C2208: 0.994802
Riebrev: 2.95942
Total number of gain events: 23.7367
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.77724
N2: 1.09556
Rhaspe: 1.71985
Rhamar: 1.65651
Rhatem: 0.797864
N34: 1.0819
N38: 1.01343
N43: 0.958296
N46: 0.769771
FGA465: 0.95888
N59: 0.726304
N61: 0.711983
FGA489: 1.00237
N70: 0.618762
N74: 0.974736
Calboe: 2.45941
N79: 1.61
N80: 1.34658
N81: 1.46169
N86: 0.976833
N89: 1.55378
C404: 1.01294
N97: 1.00182
N107: 0.963828
N129: 1.12303
Total number of loss events: 38.2033
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 7.17088e-20
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 0.98374
N3: 0.554507
N34: 0.990769
N65: 0.672146
N113: 0.958778
N117: 0.968599
N119: 0.621738
Riebrev: 1.94027
N129: 0.936669
Total number of demi-dulications events: 11.388
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.749593	1.77724	0	0.98374	0
N2	0.133104	1.09556	7.17088e-20	8.24894e-08	0
N3	0.0178067	0.0283747	2.09324e-29	0.554507	0
N4	0.0610757	0.0825207	2.68713e-33	0.437134	0
N5	0.0105881	0.00883949	1.03851e-36	0.00564203	0
B3088	0.23873	0.248936	0	0.0026855	0
N6	0.0161158	0.0141796	8.3535e-36	0.00120807	0
N7	0.197521	0.209668	6.94081e-42	0.00147752	0
BGA709	8.79955e-08	1.41296e-07	0	3.37388e-10	0
BGA710	8.79955e-08	1.41296e-07	0	3.37388e-10	0
BGA309	0.198317	0.210464	0	0.00147751	0
N8	0.0246053	0.0309502	1.71714e-38	0.00809551	0
N9	0.0482411	0.0468754	2.83237e-39	0.000216276	0
N10	0.0488065	0.0522909	2.34928e-54	1.60889e-05	0
B11696	5.73343e-08	9.26655e-08	0	9.03998e-12	0
B11697	5.73343e-08	9.26655e-08	0	9.03998e-12	0
N11	0.0399376	0.0433647	4.09314e-44	1.60718e-05	0
B11609	0.000722207	0.000779461	0	1.70367e-08	0
BGA392	0.000722207	0.000779461	0	1.70367e-08	0
N12	0.004383	0.00572436	2.97499e-44	0.000225908	0
N13	0.000678394	0.000744803	2.70403e-47	4.87771e-06	0
N14	0.0118426	0.0106719	5.48485e-41	1.28766e-06	0
N15	0.0728311	0.0747126	9.59085e-60	2.86039e-07	0
B985	7.46193e-08	1.15539e-07	0	2.41453e-13	0
B983	7.46193e-08	1.15539e-07	0	2.41453e-13	0
N16	0.033265	0.0344405	2.30885e-46	2.81137e-07	0
N17	0.0101375	0.0108435	2.2593e-60	5.18462e-09	0
B199	2.00008e-08	3.24972e-08	0	5.53938e-15	0
BGAA3	2.00008e-08	3.24972e-08	0	5.53938e-15	0
N18	0.0101353	0.0108414	2.26776e-60	5.18462e-09	0
B11604	2.82965e-08	4.59822e-08	0	7.84965e-15	0
BGA583	2.82965e-08	4.59822e-08	0	7.84965e-15	0
N19	0.0202935	0.019817	9.15403e-42	1.52067e-06	0
