#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.521887
Furcep: 1.91183
N57: 1.87439
N63: 1.06795
N64: 1.97402
N75: 1.02873
C3125: 1.38071
N93: 1.3933
C2208: 0.990948
Riebrev: 2.47953
Total number of gain events: 22.6264
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 2.52776
N27: 0.564436
Rhaspe: 1.72876
Rhamar: 1.66283
Rhatem: 0.80379
N34: 1.08687
N38: 1.01965
N43: 0.967594
N46: 0.76842
FGA465: 0.956289
N59: 0.725226
N61: 0.708148
FGA489: 1.00747
N70: 0.61883
N74: 0.974894
Calboe: 2.45584
N79: 1.60609
N80: 1.34661
N81: 1.45545
N86: 0.974937
N89: 1.55379
C404: 1.01892
N97: 1.00085
N107: 0.965368
N129: 1.12537
Total number of loss events: 38.0547
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 2.58409e-13
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N3: 0.508608
N34: 0.996482
N65: 0.671685
N113: 0.958778
N117: 0.968597
N119: 0.621656
Riebrev: 1.9408
N129: 0.943831
Total number of demi-dulications events: 10.3278
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
N1:ML=20 to N2:ML=12  ProbOfChange = 0.999896  sum expectations= 0.261476
	HEURISTIC ESTIMATION:	Gains = 2.96142e-05	Losses = 7.43664	Duplications = 6.13057e-25	Demi-dupl = 8.05076e-06	Base-number = 0
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.521887	2.52776	2.52657e-13	0.00124476	0
N2	2.96142e-05	7.43664	6.13057e-25	8.05076e-06	0
N3	0.0372258	0.107938	4.34715e-26	0.508608	0
N4	0.0838639	0.191058	2.73196e-30	0.420746	0
N5	0.0110672	0.012737	1.61034e-35	0.00561227	0
B3088	0.220617	0.241131	0	0.00267512	0
N6	0.0159228	0.016258	2.6901e-34	0.00120241	0
N7	0.181261	0.201438	2.01074e-45	0.00147267	0
BGA709	8.7897e-08	1.46834e-07	0	0	0
BGA710	8.7897e-08	1.46834e-07	0	0	0
BGA309	0.180729	0.200906	0	0.00147267	0
N8	0.0244731	0.0429887	6.63948e-39	0.00805541	0
N9	0.04507	0.0449544	3.08333e-35	0.000215906	0
N10	0.0435468	0.0473239	1.00331e-50	1.60658e-05	0
B11696	5.73344e-08	9.31879e-08	0	0	0
B11697	5.73344e-08	9.31879e-08	0	0	0
N11	0.0384011	0.04212	2.83569e-43	1.60481e-05	0
B11609	0.000614412	0.000672655	0	1.70106e-08	0
BGA392	0.000614412	0.000672655	0	1.70106e-08	0
N12	0.00434795	0.00696066	1.95143e-43	0.000225524	0
N13	0.0008883	0.00105797	2.17303e-47	4.87082e-06	0
N14	0.0101552	0.00908233	6.09323e-41	1.2858e-06	0
N15	0.0668748	0.0688266	5.98183e-55	2.85714e-07	0
B985	7.46175e-08	1.1565e-07	0	0	0
B983	7.46175e-08	1.1565e-07	0	0	0
N16	0.0344101	0.0356522	1.14648e-42	2.80734e-07	0
N17	0.00778932	0.00849901	6.29309e-60	5.17766e-09	0
B199	2.00007e-08	3.25093e-08	0	0	0
BGAA3	2.00007e-08	3.25093e-08	0	0	0
N18	0.00778691	0.00849659	6.31653e-60	5.17766e-09	0
B11604	2.82964e-08	4.59993e-08	0	0	0
BGA583	2.82964e-08	4.59993e-08	0	0	0
N19	0.0168069	0.0164766	9.54648e-42	1.51847e-06	0
N20	0.0389996	0.0402084	1.43204e-55	5.29805e-08	0
BGA89	6.62122e-07	1.02563e-06	0	6.35949e-13	0
BGA40	6.62122e-07	1.02563e-06	0	6.35949e-13	0
N21	0.0046136	0.0047482	2.66822e-44	4.44544e-08	0
N22	0.0259386	0.0270132	1.29638e-56	8.52123e-09	0
BGAA2	4.9195e-08	7.71075e-08	0	1.31133e-14	0
BGAA1	4.9195e-08	7.71075e-08	0	1.31133e-14	0
N23	0.0222637	0.0233302	8.67985e-54	8.51891e-09	0
BGA584	0.000116316	0.00012439	0	3.5886e-12	0
BGA706	0.000116316	0.00012439	0	3.5886e-12	0
N24	0.0342299	0.0327361	1.52575e-39	5.96611e-06	0
N25	0.0366382	0.039177	1.81771e-50	4.78375e-07	0
BGA304	0.000107586	0.000111375	0	3.8859e-11	0
BGA303	0.000107586	0.000111375	0	3.8859e-11	0
N26	0.0373232	0.0398657	7.35615e-53	4.78412e-07	0
BGAB1	3.83002e-08	6.14013e-08	0	0	0
BGA7	3.83002e-08	6.14013e-08	0	0	0
N27	0.429587	0.564436	4.7889e-37	0.429055	0
PGA445	2.40321e-06	4.59983e-06	0	1.21765e-06	0
PGA363	2.40321e-06	4.59983e-06	0	1.21765e-06	0
N28	0.00755865	0.262698	6.2031e-28	6.06772e-08	0
N29	0.00448955	0.464171	2.3592e-31	2.03551e-09	0
Rhaspe	0.176845	1.72876	0	0.000726359	0
N30	0.00369701	0.0645909	2.10054e-29	7.31787e-08	0
Rhamar	0.172341	1.66283	0	0.000600745	0
Rhatem	0.308684	0.80379	0	0.00170682	0
N31	0.0110879	0.0106876	1.58982e-38	5.9525e-08	0
N32	0.0215496	0.0323836	6.42896e-42	4.02382e-05	0
N33	0.0115563	0.0272615	9.91267e-36	1.03587e-06	0
N34	0.162443	1.08687	1.1391e-44	0.996482	0
FGA379	1.97235e-07	1.7891e-06	0	0	0
F647	1.97235e-07	1.7891e-06	0	0	0
N35	0.036211	0.0223207	2.00221e-32	4.28301e-06	0
N36	0.0302871	0.0300792	8.71362e-34	4.97585e-06	0
N37	0.00159705	0.0361126	3.08477e-36	4.67529e-07	0
N38	0.0572354	1.01965	1.48441e-45	1.98215e-07	0
F3016	3.64085e-08	1.17383e-06	0	0	0
F3015	3.64085e-08	1.17383e-06	0	0	0
N39	0.00286381	0.00641416	3.19969e-38	7.2431e-08	0
N40	0.0140399	0.00266403	6.18323e-37	4.68141e-08	0
N41	0.00291237	0.0267817	6.03207e-41	5.61011e-08	0
N42	0.00074248	0.0138144	9.01774e-47	4.55053e-10	0
N43	0.0342919	0.967594	1.38471e-45	1.60668e-08	0
F1476	4.6543e-08	2.44673e-06	0	0	0
FGA81	4.6543e-08	2.44673e-06	0	0	0
N44	0.00743185	0.00653715	7.59888e-39	7.3187e-10	0
Furcep	1.91183	0.117364	0	0.0542671	0
N45	0.00117489	0.0383064	4.07817e-37	2.13583e-08	0
Furpol	0.142564	0.0396502	0	4.55038e-06	0
N46	0.000835632	0.76842	6.22514e-37	6.48482e-09	0
N47	0.00227247	0.115322	3.43706e-38	5.56489e-10	0
N48	0.00484062	0.0212728	5.20141e-55	1.09105e-09	0
