#Nodes with GAIN events with expectation above 0.5
B3088: 0.578602
PGA445: 1.14313
FGA379: 1.02638
Furcep: 1.78338
FGA331: 1.63706
FGA104: 0.640722
FGA174: 0.928418
CGA312: 0.676482
C3125: 1.19152
C3134: 1.27817
N50: 0.623614
C2208: 0.916129
N54: 0.765321
Kinxen: 0.737393
N76: 0.736784
Total number of gain events: 30.9134
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
B3088: 0.91545
BGA709: 0.811329
BGA309: 0.811329
PGA445: 1.28359
N13: 0.647307
N14: 1.88432
Rhaspe: 5.54535
Rhamar: 5.24307
Rhatem: 4.29011
N18: 0.843955
FGA379: 0.71344
N19: 2.26571
N20: 0.96887
N21: 0.515383
F3016: 2.08045
F1476: 1.43242
N28: 0.738211
Fga490: 0.520154
FGA465: 1.14662
N36: 0.55983
FGA99: 0.624799
FGA15: 0.624799
FGA489: 1.92364
FurbGB: 2.63206
Calboe: 2.85719
CGA429: 1.97493
C985: 2.72399
CGA382: 1.74617
N49: 1.52424
C404: 1.18392
CGA45: 1.07335
C3121: 0.952864
N63: 4.69632
Trihoe: 0.504116
Tribit: 0.504116
Trijac: 0.932457
Kinxen: 0.750041
N70: 2.81675
N71: 2.04948
Chadil: 0.680056
Chasen: 0.680056
Chanam: 2.90486
N76: 1.01157
Total number of loss events: 89.1129
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 2.86954e-35
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Total number of demi-dulications events: 0
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
N26	0.023158	0.0201425	1.90767e-56	0	0
Furcep	1.78338	0.0886897	0	0	0
N27	0.00351954	0.150579	6.07984e-57	0	0
Furpol	0.213033	0.371256	0	0	0
N28	0.0136253	0.738211	4.55947e-51	0	0
N29	0.0199858	0.31603	3.66917e-49	0	0
F2241	0.0367111	0.174304	0	0	0
Furang	0.0367111	0.174304	0	0	0
Fga490	0.0865168	0.520154	0	0	0
N30	0.0109199	0.250811	8.51655e-67	0	0
N31	0.0247106	0.0426428	6.48555e-57	0	0
N32	0.0491195	0.0124913	1.14811e-61	0	0
N33	0.00607537	0.0417748	9.0733e-64	0	0
N34	0.0184214	0.0604723	4.8964e-60	0	0
FGA456	0.0354609	0.0600064	0	0	0
FGA516	0.0354609	0.0600064	0	0	0
F12278	0.0824191	0.149016	0	0	0
N35	0.305847	0.0177526	1.2166e-63	0	0
Furant	0.0364293	0.426888	0	0	0
FGA331	1.63706	0.02752	0	0	0
FGA465	0.0809532	1.14662	0	0	0
N36	0.0172298	0.55983	1.07826e-53	0	0
FGA99	0.0838005	0.624799	0	0	0
FGA15	0.0838005	0.624799	0	0	0
FGA104	0.640722	0.305801	0	0	0
FGA489	0.168157	1.92364	0	0	0
FGA174	0.928418	0.354929	0	0	0
FurbGB	0.266276	2.63206	0	0	0
N37	0.151485	0.00691658	2.84201e-70	0	0
N38	0.157112	0.0409594	3.58994e-67	0	0
N39	0.184951	0.363747	2.47199e-69	0	0
CGA312	0.676482	0.270371	0	0	0
N40	0.00994151	0.14822	9.52491e-76	0	0
N41	0.00170342	0.39404	2.20435e-94	0	0
N42	0.00581734	0.0183803	2.16359e-82	0	0
CGA642	0.267915	0.31849	0	0	0
N43	0.00462214	0.0313987	2.77307e-75	0	0
CGA236	0.256308	0.280111	0	0	0
N44	0.00838909	0.131181	2.09262e-69	0	0
N45	0.10155	0.15974	4.49335e-63	0	0
Calboe	0.015509	2.85719	0	0	0
C3125	1.19152	0.0352807	0	0	0
CGA429	0.0739317	1.97493	0	0	0
N46	0.00185518	0.42348	1.72935e-74	0	0
C985	0.08559	2.72399	0	0	0
CGA382	0.107763	1.74617	0	0	0
N47	0.374474	0.0642806	4.25089e-80	0	0
N48	0.00748016	0.0859268	2.21094e-77	0	0
C12265	0.40435	0.0918387	0	0	0
N49	0.00998089	1.52424	1.10945e-71	0	0
C404	0.0118125	1.18392	0	0	0
Cl11778	0.0521763	0.224339	0	0	0
C3134	1.27817	0.0441319	0	0	0
N50	0.623614	0.237409	3.14019e-73	0	0
CGA311	0.171072	0.329961	0	0	0
N51	0.0206957	0.00897029	1.72422e-74	0	0
N52	0.0170786	0.159022	1.30005e-78	0	0
CGA45	0.0446655	1.07335	0	0	0
N53	0.0155752	0.0164483	1.37929e-85	0	0
C3043	0.0794572	0.107269	0	0	0
CGA364	0.0794572	0.107269	0	0	0
C2208	0.916129	0.0867525	0	0	0
N54	0.765321	0.414708	5.64757e-63	0	0
N55	0.0523803	0.0715668	3.5602e-72	0	0
CGA453	0.060819	0.0487206	0	0	0
N56	0.00890523	0.0537784	2.1735e-84	0	0
CGA501	0.0746779	0.0177064	0	0	0
C3121	0.00983526	0.952864	0	0	0
Calparcri	0.149083	0.156171	0	0	0
N57	0.0132616	0.0160724	7.18282e-76	0	0
N58	0.493127	0.0552778	1.42006e-71	0	0
N59	0.176801	0.194626	2.32326e-65	0	0
N60	0.0408955	0.291128	1.93763e-60	0	0
N61	0.440145	0.0578151	4.32366e-62	0	0
Triowe	0.259732	0.237599	0	0	0
N62	0.0516651	0.0217361	2.36562e-67	0	0
Trijoh	0.185068	0.192868	0	0	0
Trimel	0.185068	0.192868	0	0	0
N63	0.0141976	4.69632	5.29778e-56	0	0
N64	0.0136954	0.413351	3.71516e-50	0	0
Trihoe	0.066436	0.504116	0	0	0
Tribit	0.066436	0.504116	0	0	0
Trijac	0.0949888	0.932457	0	0	0
N65	0.376773	0.179075	2.70113e-66	0	0
Tricri	0.213585	0.256975	0	0	0
N66	0.055237	0.0537656	7.0978e-69	0	0
Triwie	0.124524	0.169387	0	0	0
Triqua	0.124524	0.169387	0	0	0
N67	0.21365	0.0646269	4.44073e-65	0	0
N68	0.41271	0.334624	9.91759e-58	0	0
Kinboe	0.216804	0.307542	0	0	0
Kinfis	0.216804	0.307542	0	0	0
Kinxen	0.737393	0.750041	0	0	0
N69	0.003971	0.134932	2.263e-60	0	0
N70	0.0438902	2.81675	9.23166e-43	0	0
N71	0.111174	2.04948	2.66688e-42	0	0
N72	0.0578028	0.476312	7.17111e-52	0	0
N73	0.02069	0.0786846	1.90755e-52	0	0
Chaafr	0.0893131	0.191733	0	0	0
Chacha	0.0893131	0.191733	0	0	0
N74	0.0293045	0.111245	4.81166e-54	0	0
Chacaly	0.073101	0.151575	0	0	0
Chazey	0.073101	0.151575	0	0	0
N75	0.0287465	0.14252	3.21655e-44	0	0
Chadil	0.214906	0.680056	0	0	0
Chasen	0.214906	0.680056	0	0	0
Chanam	0.385937	2.90486	0	0	0
N76	0.736784	1.01157	6.18752e-57	0	0
N77	0.0092839	0.0231196	1.38184e-80	0	0
N78	0.000772754	0.00185582	3.54035e-94	0	0
Braset	0.0571263	0.0604542	0	0	0
N79	0.00378919	0.00492079	1.88785e-82	0	0
N80	0.0249118	0.0267863	2.80815e-88	0	0
Bramel	0.0018432	0.00216505	0	0	0
Bratha	0.0018432	0.00216505	0	0	0
N81	0.0142293	0.015268	3.13167e-83	0	0
Bradra	0.00972697	0.0108847	0	0	0
Bratra	0.00972697	0.0108847	0	0	0
N82	0.0292925	0.0318201	4.17615e-94	0	0
Bragut	0.012065	0.0139482	0	0	0
Braven	0.012065	0.0139482	0	0	0
N83	0.0317879	0.0401869	1.21915e-73	0	0
Brapum	0.0345388	0.0443864	0	0	0
Bradam	0.0345388	0.0443864	0	0	0
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
B3088	1.20298	1.20306	4.10346e-60	0	0
BGA709	1.17535	1.17543	4.10346e-60	0	0
BGA309	1.17535	1.17543	4.10346e-60	0	0
B11696	1.03462	1.0347	4.10346e-60	0	0
B11609	1.03462	1.0347	4.10346e-60	0	0
B985	1.02011	1.02018	4.10346e-60	0	0
B199	1.02011	1.02018	4.10346e-60	0	0
BGA89	0.995797	0.99587	4.10346e-60	0	0
BGAA2	0.995797	0.99587	4.10346e-60	0	0
BGA304	1.00309	1.00316	4.10346e-60	0	0
BGAB1	1.00309	1.00316	4.10346e-60	0	0
PGA445	1.32573	1.3258	4.10346e-60	0	0
Rhaspe	0.424856	8.07698	2.39636e-56	0	0
Rhamar	0.442493	8.09074	2.86954e-35	0	0
Rhatem	0.48944	7.13779	2.86954e-35	0	0
FGA379	1.36449	2.36098	5.36003e-61	0	0
F3016	0.557125	7.47794	2.23066e-50	0	0
F1476	0.538136	7.45881	2.61563e-50	0	0
Furcep	2.21455	6.13522	2.61563e-50	0	0
Furpol	0.647722	6.56837	2.61563e-50	0	0
F2241	0.505011	7.42566	3.97633e-49	0	0
Furang	0.505011	7.42566	3.97633e-49	0	0
Fga490	0.534831	7.45548	3.07158e-50	0	0
FGA456	0.547197	6.46786	2.61563e-50	0	0
FGA516	0.547197	6.46786	2.61563e-50	0	0
F12278	0.575734	6.4964	2.61563e-50	0	0
Furant	0.829516	6.75025	2.61563e-50	0	0
FGA331	2.43015	6.35088	2.61563e-50	0	0
FGA465	0.519073	7.43974	2.61563e-50	0	0
FGA99	0.51444	7.4351	2.61671e-50	0	0
FGA15	0.51444	7.4351	2.61671e-50	0	0
FGA104	1.03755	5.95821	2.61563e-50	0	0
FGA489	0.554904	7.47559	2.61324e-50	0	0
FGA174	1.30936	5.23704	2.23052e-50	0	0
FurbGB	0.61669	6.5453	2.04372e-50	0	0
CGA312	1.48541	1.48557	5.0613e-61	0	0
CGA642	1.0943	2.09433	5.0613e-61	0	0
CGA236	1.08732	2.08735	5.0613e-61	0	0
Calboe	0.956457	4.95535	5.10624e-61	0	0
C3125	2.13247	2.13345	5.10624e-61	0	0
CGA429	0.91333	3.91336	5.0613e-61	0	0
C985	0.908015	4.90494	5.0613e-61	0	0
CGA382	0.930189	3.92711	5.0613e-61	0	0
C12265	1.60517	1.60547	5.0613e-61	0	0
C404	1.22261	4.22179	5.0613e-61	0	0
Cl11778	1.26298	3.26221	5.0613e-61	0	0
C3134	2.47151	1.47184	5.0613e-61	0	0
CGA311	1.41866	1.41883	5.0613e-61	0	0
CGA45	1.33003	2.3302	5.0613e-61	0	0
C3043	1.38039	1.38058	5.0613e-61	0	0
CGA364	1.38039	1.38058	5.0613e-61	0	0
C2208	2.18441	1.18459	5.0613e-61	0	0
CGA453	1.34538	1.34549	5.11778e-61	0	0
CGA501	1.36815	1.36826	5.11778e-61	0	0
C3121	1.3033	2.30341	5.11778e-61	0	0
Calparcri	1.38126	1.38138	5.11778e-61	0	0
Triowe	1.5118	1.5134	2.48702e-60	0	0
Trijoh	1.4888	1.49041	2.48702e-60	0	0
Trimel	1.4888	1.49041	2.48702e-60	0	0
Trihoe	0.90625	6.83178	3.71517e-50	0	0
Tribit	0.90625	6.83178	3.71517e-50	0	0
Trijac	0.921107	6.84677	5.29802e-56	0	0
Tricri	1.36138	1.36291	5.06156e-61	0	0
Triwie	1.32756	1.32909	5.06156e-61	0	0
Triqua	1.32756	1.32909	5.06156e-61	0	0
Kinboe	1.43739	1.43903	9.92265e-58	0	0
Kinfis	1.43739	1.43903	9.92265e-58	0	0
Kinxen	1.54527	1.5469	5.06174e-61	0	0
Chaafr	0.427938	6.42485	3.59004e-42	0	0
Chacha	0.427938	6.42485	3.59004e-42	0	0
Chacaly	0.420341	6.41725	3.59004e-42	0	0
Chazey	0.420341	6.41725	3.59004e-42	0	0
Chadil	0.503785	6.5007	3.62221e-42	0	0
Chasen	0.503785	6.5007	3.62221e-42	0	0
Chanam	0.534895	6.5335	9.23166e-43	0	0
Braset	0.909035	1.90889	6.19029e-57	0	0
Bramel	0.882453	1.88231	6.19029e-57	0	0
Bratha	0.882453	1.88231	6.19029e-57	0	0
Bradra	0.879654	1.87951	6.19029e-57	0	0
Bratra	0.879654	1.87951	6.19029e-57	0	0
Bragut	0.892493	1.89235	6.19029e-57	0	0
Braven	0.892493	1.89235	6.19029e-57	0	0
Brapum	0.908178	1.90804	6.19029e-57	0	0
Bradam	0.908178	1.90804	6.19029e-57	0	0
