#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.98786
Furcep: 1.87309
N57: 1.80726
N63: 1.05448
N64: 1.9397
N75: 1.03363
C3125: 1.38289
N93: 1.39616
C2208: 0.99297
Riebrev: 2.35247
Total number of gain events: 23.0776
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.02428
Rhaspe: 1.72067
Rhamar: 1.65336
Rhatem: 0.791734
N34: 1.08513
N38: 1.00606
N43: 0.958595
N46: 0.768551
FGA465: 0.954044
N59: 0.720139
N61: 0.708364
FGA489: 0.998183
N70: 0.618675
N74: 0.973891
Calboe: 2.51947
N79: 1.60736
N80: 1.3466
N81: 1.45816
N86: 0.972907
N89: 1.55274
C404: 1.01686
N97: 1.00522
N107: 0.966644
N129: 1.11873
Total number of loss events: 36.1121
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 1.35124e-22
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.00303
N3: 0.555901
N34: 0.999581
N65: 0.67216
N113: 0.958778
N117: 0.968599
N119: 0.621742
Riebrev: 1.95031
N129: 0.947487
Total number of demi-dulications events: 11.492
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.98786	1.02428	0	1.00303	0
N2	0.236142	0.244003	1.35111e-22	0.00141554	0
N3	0.0241067	0.0181811	6.53846e-28	0.555901	0
N4	0.0602874	0.059569	3.06014e-32	0.435831	0
N5	0.0106128	0.00807953	9.65173e-35	0.0056009	0
B3088	0.229231	0.237402	0	0.00266509	0
N6	0.0160879	0.0136792	7.96878e-34	0.00119907	0
N7	0.190803	0.201382	1.39042e-49	0.00146604	0
BGA709	8.80917e-08	1.40326e-07	0	3.34742e-10	0
BGA710	8.80917e-08	1.40326e-07	0	3.34742e-10	0
BGA309	0.190743	0.201323	0	0.00146604	0
N8	0.0259115	0.029721	1.91403e-37	0.00803545	0
N9	0.051521	0.0499138	1.01988e-37	0.000214566	0
N10	0.0518964	0.0553262	3.05787e-53	1.59611e-05	0
B11696	5.73386e-08	9.25747e-08	0	8.96844e-12	0
B11697	5.73386e-08	9.25747e-08	0	8.96844e-12	0
N11	0.0425293	0.045902	4.20015e-44	1.59443e-05	0
B11609	0.000195537	0.000252612	0	1.69017e-08	0
BGA392	0.000195537	0.000252612	0	1.69017e-08	0
N12	0.00407814	0.00517289	1.99214e-43	0.000224122	0
N13	0.000575226	0.000622492	6.06814e-47	4.83824e-06	0
N14	0.0100981	0.00890975	1.50922e-40	1.27743e-06	0
N15	0.0746599	0.0765289	4.43094e-58	2.83768e-07	0
B985	7.46199e-08	1.1552e-07	0	2.40305e-13	0
B983	7.46199e-08	1.1552e-07	0	2.40305e-13	0
N16	0.0364869	0.0376506	1.07517e-45	2.78903e-07	0
N17	0.00839448	0.00909984	6.26761e-60	5.14444e-09	0
