name,MODEL,AICw,Log-likelihood,AIC,C_lossC,C_gainC,CR_lossC,CR_gainC,CR_dup,CD_lossC,CD_gainC,CD_dup,CDE_lossC,CDE_gainC,CDE_dup,CDE_demi,L_lossC,L_gainC,L_lossL,L_gainL,LR_lossC,LR_gainC,LR_lossL,LR_gainL,LR_dup,LD_lossC,LD_gainC,LD_lossL,LD_gainL,LD_dup,LDE_lossC,LDE_gainC,LDE_lossL,LDE_gainL,LDE_dup,LDE_demi
01A_iguania-root-noO_out,CONST_RATE,0.518,-165.8,337.6,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,CONST_RATE_DEMI,0.271,-166.5,338.9,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,CONST_RATE_DEMI_EST,0.173,-165.9,339.8,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,CONST_RATE_NO_DUPL,0,-179,362,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,LINEAR_RATE,0.02,-167,344.1,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,LINEAR_RATE_DEMI,0.011,-167.7,345.3,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,LINEAR_RATE_DEMI_EST,0.007,-167.1,346.1,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01A_iguania-root-noO_out,LINEAR_RATE_NO_DUPL,0,-174.6,357.3,0.0855976254,0.09716731499999999,0.079541616,0.051521274,8.134937999999999e-4,0.0809878272,0.05513680199999999,4.51941e-4,0.0372399384,0.0241336494,0,0.0078637734,0.0767395818,0,-9.03882e-5,0.0059656212,0.017264146199999997,0,0.004067469,0.004067469,8.134937999999999e-4,0.0174449226,0,0.004067469,0.004067469,4.51941e-4,0.002259705,0.0019885403999999997,0.002711646,0.0018981521999999998,0,0.0073214442
01B_iguania-root-exclude_out,CONST_RATE,0.154,-158.8,323.7,0.0779433646,0.051597497299999996,0.07710164359999999,0.0510082926,0,0.08290951849999999,0.0540384882,0,0.0362781751,0.021463885499999998,0,0.0056395307,0.023399843799999997,0,0.0037877444999999997,0.004208605,0.023399843799999997,0,0.0037877444999999997,0.004208605,0,0.09284182629999999,3.366884e-4,-0.0017676140999999999,0.0036194002999999997,0,0.0010100652,8.41721e-4,0.0027776793,0.0015992699,0,0.006228735399999999
01B_iguania-root-exclude_out,CONST_RATE_DEMI,0.154,-158.9,323.7,0.0779433646,0.051597497299999996,0.07710164359999999,0.0510082926,0,0.08290951849999999,0.0540384882,0,0.0362781751,0.021463885499999998,0,0.0056395307,0.023399843799999997,0,0.0037877444999999997,0.004208605,0.023399843799999997,0,0.0037877444999999997,0.004208605,0,0.09284182629999999,3.366884e-4,-0.0017676140999999999,0.0036194002999999997,0,0.0010100652,8.41721e-4,0.0027776793,0.0015992699,0,0.006228735399999999
