haploidn,tips,sim
17,Chazey,16
17,Chacaly,16
15,Chaafr,16
17,Chacha,16
16,Chadil,16
17,Chasen,16
16,Chanam,16
15,Rhamar,16
17,Rhatem,16
17,Rhaspe,16
15,BGA584,17
16,BGAA1,17
17,B11604,17
16,B983,17
16,BGA303,17
18,BGAB1,17
18,B11609,17
18,B11696,17
17,B3088,17
19,BGA709,17
18,BGA309,17
18,PGA445,17
15,CGA763,17
15,C601,17
16,CGA642,17
15,CGA429,17
15,C3125,17
14,Calboe,17
14,CGA236,17
15,CGA365,17
14,CGA494,17
16,CGA310,17
15,C984,17
15,CGA48,17
14,Cl11778,17
15,C404,17
15,C12265,17
13,C3126,17
14,CGA312,17
17,C3043,17
18,CGA364,17
17,CGA45,17
16,C2208,17
17,CGA311,17
15,CGA501,17
14,C3121,17
15,CGA453,17
15,C3118,17
15,Calparcri,17
15,FGA513,17
15,FGA456,17
16,FGA465,17
15,F12278,17
14,FGA331,17
15,Furant,17
16,FGA581,17
16,FGA15,17
17,FGA99,17
16,F2241,17
16,Furang,17
16,FGA490,17
17,Furpol,17
17,Furcep,17
16,F1476,17
17,FGA104,17
16,FGA489,17
15,F3015,17
16,FGA174,17
18,FurbGB,17
14,FGA379,17
15,Tribit,17
16,Trihoe,17
16,Trijac,17
17,Trijoh,17
17,Trimel,17
17,Triowe,17
20,Tricri,17
19,Triwie,17
19,Triqua,17
18,Kinboe,17
17,Kinfis,17
17,Kinxen,17
16,Bratra,17
16,Bradra,17
15,Bratha,17
15,Bramel,17
15,Braset,17
16,Braven,17
15,Bragut,17
15,Brapum,17
15,Bradam,17
14,Chazey,17
15,Chacaly,17
14,Chaafr,17
16,Chacha,17
15,Chadil,17
15,Chasen,17
17,Chanam,17
19,Rhamar,17
17,Rhatem,17
15,Rhaspe,17
18,BGA584,18
18,BGAA1,18
19,B11604,18
19,B983,18
19,BGA303,18
18,BGAB1,18
19,B11609,18
19,B11696,18
21,B3088,18
17,BGA709,18
20,BGA309,18
20,PGA445,18
16,CGA763,18
16,C601,18
17,CGA642,18
16,CGA429,18
17,C3125,18
16,Calboe,18
17,CGA236,18
16,CGA365,18
16,CGA494,18
16,CGA310,18
15,C984,18
16,CGA48,18
16,Cl11778,18
16,C404,18
16,C12265,18
16,C3126,18
16,CGA312,18
15,C3043,18
16,CGA364,18
16,CGA45,18
16,C2208,18
15,CGA311,18
16,CGA501,18
15,C3121,18
15,CGA453,18
14,C3118,18
14,Calparcri,18
15,FGA513,18
16,FGA456,18
16,FGA465,18
16,F12278,18
16,FGA331,18
16,Furant,18
16,FGA581,18
15,FGA15,18
15,FGA99,18
17,F2241,18
16,Furang,18
16,FGA490,18
16,Furpol,18
15,Furcep,18
16,F1476,18
15,FGA104,18
16,FGA489,18
16,F3015,18
14,FGA174,18
15,FurbGB,18
13,FGA379,18
15,Tribit,18
15,Trihoe,18
15,Trijac,18
16,Trijoh,18
16,Trimel,18
15,Triowe,18
15,Tricri,18
15,Triwie,18
15,Triqua,18
15,Kinboe,18
15,Kinfis,18
13,Kinxen,18
14,Bratra,18
14,Bradra,18
14,Bratha,18
15,Bramel,18
14,Braset,18
13,Braven,18
14,Bragut,18
16,Brapum,18
16,Bradam,18
18,Chazey,18
18,Chacaly,18
18,Chaafr,18
18,Chacha,18
19,Chadil,18
18,Chasen,18
17,Chanam,18
14,Rhamar,18
13,Rhatem,18
13,Rhaspe,18
18,BGA584,19
19,BGAA1,19
19,B11604,19
19,B983,19
18,BGA303,19
19,BGAB1,19
19,B11609,19
18,B11696,19
19,B3088,19
17,BGA709,19
18,BGA309,19
16,PGA445,19
12,CGA763,19
11,C601,19
12,CGA642,19
12,CGA429,19
12,C3125,19
13,Calboe,19
12,CGA236,19
12,CGA365,19
13,CGA494,19
13,CGA310,19
