binomial,genus,taxonomic_authority,range,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,centroidY,centroidX,min,max,mean,category,habitat_code,habitat,suitability,season,major_importantance
Calumma fallax,Calumma,"MOCQUARD, 1900",0.180001830133,198.07692307692307,98.8076923076923,60.53846153846154,2442.5,272.8076923076923,111.1923076923077,161.6153846153846,224,174.03846153846155,224.34615384615384,163.26923076923077,1737.8846153846155,330.53846153846155,45.5,76.34615384615384,923.5769230769231,154.6153846153846,882.7692307692307,193.73076923076923,-22.03026025192167,47.34180795690226,-22.324009786999966,-21.808273976999942,-22.0399005848656,DD,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Calumma furcifer,Calumma,"VAILLANT & GRANDIDIER, 1880",0.12140279337,197.7058823529412,105.88235294117646,63.529411764705884,2549.4117647058824,277.6470588235294,112.23529411764706,165.41176470588235,225.8235294117647,174.8235294117647,225.88235294117646,162.94117647058823,1994.3529411764705,348.6470588235294,55.05882352941177,65.6470588235294,988.8235294117648,202.8235294117647,985.0588235294117,260.8235294117647,-18.902450977048836,48.47969456681303,-19.186921776999952,-18.018574583999964,-18.279156963854795,EN,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma gallus,Calumma,"G<a0>NTHER, 1877",0.334455434675,217.60416666666666,98.64583333333333,62.708333333333336,2406.4375,292.3958333333333,136.1875,156.20833333333334,244.52083333333334,195,244.52083333333334,184.20833333333334,2235.0416666666665,383.4791666666667,62.416666666666664,60.729166666666664,1083.6041666666667,243.5625,1083.6041666666667,300.75,-18.470600437674698,48.79473497455522,-19.039258480999933,-17.942475549999926,-18.482092320522607,EN,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma gastrotaenia,Calumma,"BOULENGER, 1888",7.51211321269,197.45968489341982,117.48841519925857,65.69786839666358,2288.4050046339203,281.1631139944393,103.82113067655236,177.34198331788693,220.32993512511584,168.64133456904543,221.08711770157552,164.6014828544949,1488.1380908248377,330.9045412418906,18.86468952734013,93.36978683966636,874.5023169601483,69.05004633920296,794.4541241890639,77.7645968489342,-18.69053128137809,47.76353825042632,-22.592381993999936,-16.693565313999954,-19.21933038076616,LC,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma gastrotaenia,Calumma,"BOULENGER, 1888",7.51211321269,197.45968489341982,117.48841519925857,65.69786839666358,2288.4050046339203,281.1631139944393,103.82113067655236,177.34198331788693,220.32993512511584,168.64133456904543,221.08711770157552,164.6014828544949,1488.1380908248377,330.9045412418906,18.86468952734013,93.36978683966636,874.5023169601483,69.05004633920296,794.4541241890639,77.7645968489342,-18.69053128137809,47.76353825042632,-22.592381993999936,-16.693565313999954,-19.21933038076616,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma gehringi,Calumma,"PR<c9>TZEL, VENCES, SCHERZ, VIEITES & GLAW, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumma glawi,Calumma,"B<c9>HME, 1997",0.115722455854,184.11111111111111,103.66666666666667,60.888888888888886,2543.777777777778,263.6666666666667,95.05555555555556,168.61111111111111,210.22222222222223,163.55555555555554,210.77777777777777,147.72222222222223,1612.9444444444443,335.72222222222223,37.94444444444444,79.27777777777777,871.8888888888889,127.33333333333333,864.7222222222222,148.77777777777777,-21.45474836314427,47.39570527281915,-21.869338225999968,-21.038395841999943,-21.48819280330649,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma globifer,Calumma,"G<a0>NTHER, 1879",0.0578461580733,185.75,119,66.125,2401.125,269,90.25,178.75,210,151.5,210,151.375,1413.75,327.625,13.75,97.625,855.75,52.625,845.5,56.375,-18.454785758072763,47.84115224315357,-18.810788053999943,-18.06829371499998,-18.488526036406295,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma globifer,Calumma,"G<a0>NTHER, 1879",0.0578461580733,185.75,119,66.125,2401.125,269,90.25,178.75,210,151.5,210,151.375,1413.75,327.625,13.75,97.625,855.75,52.625,845.5,56.375,-18.454785758072763,47.84115224315357,-18.810788053999943,-18.06829371499998,-18.488526036406295,EN,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,NA,Yes
Calumma guibei,Calumma,"HILLENIUS, 1959",0.114057946579,199.52941176470588,123,71,1759.6470588235295,280.7647058823529,108.76470588235294,172,216.35294117647058,174.7058823529412,216.41176470588235,174.41176470588235,1520.7058823529412,329.2352941176471,14.352941176470589,96.58823529411765,913.1176470588235,48.05882352941177,908.7058823529412,55.8235294117647,-13.880990271883487,48.84259657304511,-14.12167134899994,-13.663610743999982,-13.956334803897683,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma guillaumeti,Calumma,"BRYGOO, BLANC & DOMERGUE, 1974",0.540102463327,192.5,121.30263157894737,70.48684210526316,1972.5657894736842,273.9736842105263,103.19736842105263,170.77631578947367,212.6184210526316,166.3815789473684,212.67105263157896,164.35526315789474,1591.7105263157894,320.36842105263156,26.67105263157895,84.72368421052632,888.6184210526316,97.65789473684211,886.2105263157895,105.60526315789474,-14.226941917480067,49.19984143412833,-14.83570053099993,-13.640312221999977,-14.165541542862023,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma hafahafa,Calumma,"RAXWORTHY & NUSSBAUM, 2006",8.05570845727e-4,169.5,129.5,71.5,1950.5,257,77,180,190,142,190,142,1432.5,312.5,15.5,95,859.5,55,859.5,55,-14.364036226151974,48.89959913804637,-14.392818992999935,-14.339577417999976,-14.365317112568134,CR,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma hilleniusi,Calumma,"BRYGOO, BLANC & DOMERGUE, 1973",0.1427471364075,188.77777777777777,112.88888888888889,63.22222222222222,2313.3333333333335,270.6666666666667,93.66666666666667,177,211.88888888888889,159.88888888888889,212.55555555555554,154.44444444444446,1297.7777777777778,287.1111111111111,19.22222222222222,91.77777777777777,771.8888888888889,63.44444444444444,665,67.66666666666667,-21.053138781498397,46.49638848215078,-22.56434908899996,-18.25745145999997,-19.421021033331687,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma hilleniusi,Calumma,"BRYGOO, BLANC & DOMERGUE, 1973",0.1427471364075,188.77777777777777,112.88888888888889,63.22222222222222,2313.3333333333335,270.6666666666667,93.66666666666667,177,211.88888888888889,159.88888888888889,212.55555555555554,154.44444444444446,1297.7777777777778,287.1111111111111,19.22222222222222,91.77777777777777,771.8888888888889,63.44444444444444,665,67.66666666666667,-21.053138781498397,46.49638848215078,-22.56434908899996,-18.25745145999997,-19.421021033331687,EN,4.7,Grassland - Subtropical/Tropical High Altitude,Marginal,NA,NA
Calumma jejy,Calumma,"RAXWORTHY & NUSSBAUM, 2006",0.0032946809699,189.5,115.5,69.5,2136.5,269.5,105,164.5,212.5,168,212.5,159.5,1655.5,298.5,42,68.5,834.5,159.5,834.5,169,-14.448649598984652,49.6833564467984,-14.486627731999931,-14.426069321999933,-14.454600342812455,VU,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma jejy,Calumma,"RAXWORTHY & NUSSBAUM, 2006",0.0032946809699,189.5,115.5,69.5,2136.5,269.5,105,164.5,212.5,168,212.5,159.5,1655.5,298.5,42,68.5,834.5,159.5,834.5,169,-14.448649598984652,49.6833564467984,-14.486627731999931,-14.426069321999933,-14.454600342812455,VU,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,NA,Yes
Calumma juliae,Calumma,"PR<c9>TZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumma lefona,Calumma,"PR<c9>TZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumma linotum,Calumma,"M<a0>LLER, 1924",0.176259248984,203,115.62962962962963,71.51851851851852,1655.8148148148148,278.55555555555554,117.92592592592592,160.62962962962962,218.88888888888889,181.25925925925927,218.88888888888889,179.37037037037038,1479.4444444444443,328.18518518518516,14.62962962962963,97.11111111111111,894.3703703703703,52.44444444444444,890.8148148148148,60,-13.581173319506787,48.95136136278656,-14.094290787999967,-12.41944118799995,-13.28270618173465,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
Calumma malthe,Calumma,"G<a0>NTHER, 1879",8.18376187868,200.6998284734134,109.4631217838765,66.15437392795883,2299.2847341337906,280.24185248713553,116.0909090909091,164.1509433962264,225.37564322469981,176.1818181818182,225.4991423670669,168.63636363636363,1685.5197255574615,318.77015437392794,36.95197255574614,76.09433962264151,886.8319039451115,139.0188679245283,881.4065180102916,160.4579759862779,-16.80068656423039,48.86609659915758,-20.709556260999932,-13.660888127999954,-17.85357064421995,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma marojezense,Calumma,"BRYGOO, BLANC & DOMERGUE, 1970",0.79941728325,222.17241379310346,92.25,64.20689655172414,2035.8189655172414,292.62931034482756,150.49137931034483,142.13793103448276,244.52586206896552,209.05172413793105,245.25862068965517,193.54310344827587,2167.2586206896553,316.5258620689655,66.28448275862068,48.706896551724135,903.75,249.06034482758622,899.6206896551724,352.41379310344826,-15.0212623695779,49.94335166501267,-15.92450982899993,-14.294577888999981,-15.132041113428526,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma nasutum,Calumma,"DUM<c4>RIL & BIBRON, 1836",34.4185279732,206.9632916498588,112.43969342476805,66.0722065348931,2196.296490520371,286.677289229528,117.58007260992336,169.09721661960467,229.43727309398952,180.71924162968938,229.76119402985074,175.57684550221865,1556.0496167809602,323.13311819281967,26.382815651472367,85.86849536103267,868.2993142396127,97.50342880193627,827.3646631706333,113.75554659136749,-17.960449124815273,48.17047378929924,-25.200725555999952,-12.307591332999948,-15.972619045854536,LC,14.3,Artificial/Terrestrial - Plantations,Marginal,NA,NA
Calumma nasutum,Calumma,"DUM<c4>RIL & BIBRON, 1836",34.4185279732,206.9632916498588,112.43969342476805,66.0722065348931,2196.296490520371,286.677289229528,117.58007260992336,169.09721661960467,229.43727309398952,180.71924162968938,229.76119402985074,175.57684550221865,1556.0496167809602,323.13311819281967,26.382815651472367,85.86849536103267,868.2993142396127,97.50342880193627,827.3646631706333,113.75554659136749,-17.960449124815273,48.17047378929924,-25.200725555999952,-12.307591332999948,-15.972619045854536,LC,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma nasutum,Calumma,"DUM<c4>RIL & BIBRON, 1836",34.4185279732,206.9632916498588,112.43969342476805,66.0722065348931,2196.296490520371,286.677289229528,117.58007260992336,169.09721661960467,229.43727309398952,180.71924162968938,229.76119402985074,175.57684550221865,1556.0496167809602,323.13311819281967,26.382815651472367,85.86849536103267,868.2993142396127,97.50342880193627,827.3646631706333,113.75554659136749,-17.960449124815273,48.17047378929924,-25.200725555999952,-12.307591332999948,-15.972619045854536,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma oshaughnessyi,Calumma,"G<a0>NTHER, 1881",1.64467368005,193.63485477178423,109.67634854771784,62.67219917012448,2543.103734439834,274.35684647302907,100.80082987551867,173.55601659751036,220.5850622406639,167.7136929460581,221.0124481327801,157.4149377593361,1575.298755186722,304.2780082987552,37.14522821576764,76.0954356846473,831.954356846473,129.23236514522821,816.49377593361,150.99170124481327,-22.041908095393797,47.27264554138821,-25.021688988999983,-19.180521876999933,-22.40768663349995,VU,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma parsonii,Calumma,"CUVIER, 1825",6.77716293636,197.08624229979466,109.54620123203286,65.44763860369609,2349.921971252567,277.17659137577004,111.12320328542094,166.05338809034907,222.00205338809036,172.8583162217659,222.20739219712524,164.03490759753595,1675.3655030800821,322.85420944558524,35.827515400410675,77.81930184804928,890.217659137577,132.78439425051334,880.5852156057495,156.1971252566735,-17.597233539873884,48.57499350364894,-22.54301778799993,-13.966134430999944,-18.284626608383288,NT,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,NA,No
Calumma parsonii,Calumma,"CUVIER, 1825",6.77716293636,197.08624229979466,109.54620123203286,65.44763860369609,2349.921971252567,277.17659137577004,111.12320328542094,166.05338809034907,222.00205338809036,172.8583162217659,222.20739219712524,164.03490759753595,1675.3655030800821,322.85420944558524,35.827515400410675,77.81930184804928,890.217659137577,132.78439425051334,880.5852156057495,156.1971252566735,-17.597233539873884,48.57499350364894,-22.54301778799993,-13.966134430999944,-18.284626608383288,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma parsonii,Calumma,"CUVIER, 1825",6.77716293636,197.08624229979466,109.54620123203286,65.44763860369609,2349.921971252567,277.17659137577004,111.12320328542094,166.05338809034907,222.00205338809036,172.8583162217659,222.20739219712524,164.03490759753595,1675.3655030800821,322.85420944558524,35.827515400410675,77.81930184804928,890.217659137577,132.78439425051334,880.5852156057495,156.1971252566735,-17.597233539873884,48.57499350364894,-22.54301778799993,-13.966134430999944,-18.284626608383288,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,No
Calumma peltierorum,Calumma,"RAXWORTHY & NUSSBAUM, 2006",0.606188718283,184.02380952380952,124.85714285714286,71.07142857142857,1899.6190476190477,267.26190476190476,92.95238095238095,174.3095238095238,203.0952380952381,157.14285714285714,203.14285714285714,157.04761904761904,1512.8333333333333,319.07142857142856,18.404761904761905,91.66666666666667,885.3571428571429,65.57142857142857,882.2619047619048,70.11904761904762,-14.132321715655264,49.039047745362154,-14.83354505899996,-13.675245337999968,-14.324708107909048,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma peyrierasi,Calumma,"BRYGOO, BLANC & DOMERGUE, 1974",0.1001933533599,202.83333333333334,110.5,68.66666666666667,2096.1666666666665,280,120.5,159.5,225.5,180.83333333333334,225.5,173,1721.8333333333333,300.5,48.666666666666664,64.33333333333333,839.5,182.33333333333334,839.5,201.16666666666666,-14.436357681268268,49.705523734043084,-14.615422570999954,-14.30695099899998,-14.453511668899797,VU,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,NA,Yes
Calumma roaloko,Calumma,"PR<c9>TZEL, LAMBERT, ANDRIANASOLO, HUTTER, COBB, SCHERZ & GLAW, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumma tarzan,Calumma,"GEHRING, PABIJAN, RATSOAVINA, K<c9>HLER, VENCES & GLAW, 2010",0.001603596176652,202.66666666666666,108,64.33333333333333,2523.3333333333335,283.6666666666667,116.66666666666667,167,231,180,231,169.66666666666666,2096.3333333333335,360,50.333333333333336,66.33333333333333,1032,192.33333333333334,1018.3333333333334,269.6666666666667,-19.526932020774378,48.30155320756458,-19.580525714999965,-19.321508603999973,-19.509950437529877,CR,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma tsaratananense,Calumma,"BRYGOO & DOMERGUE, 1967",0.22811589319499997,199.52941176470588,123,71,1759.6470588235295,280.7647058823529,108.76470588235294,172,216.35294117647058,174.7058823529412,216.41176470588235,174.41176470588235,1520.7058823529412,329.2352941176471,14.352941176470589,96.58823529411765,913.1176470588235,48.05882352941177,908.7058823529412,55.8235294117647,-13.88099027183944,48.842596573075866,-14.12167134899994,-13.663610743999982,-13.956334803895787,VU,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,NA,Yes
Calumma tsycorne,Calumma,"RAXWORTHY & NUSSBAUM, 2006",0.1835551404087,195.23076923076923,115.84615384615384,64.76923076923077,2460,278.15384615384613,100.3076923076923,177.84615384615384,222.3846153846154,166.15384615384616,222.3846153846154,160,1085.6153846153845,199.84615384615384,29.307692307692307,69.92307692307692,556.9230769230769,99.6923076923077,556.1538461538462,112.92307692307692,-24.344071904639456,46.65701896405784,-25.023453036999967,-23.254900586999952,-24.322089089086464,VU,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Calumma uetzi,Calumma,"PR<c9>TZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumma vatosoa,Calumma,"ANDREONE, MATTIOLI, JESU & RANDRIANIRINA, 2001",0.0714082785049,194.75,113.75,69,2238.25,274.75,111.25,163.5,218.75,171.75,218.75,162.75,1790.75,327.25,48.25,67.25,902.5,177.25,902.5,192.75,-14.91211416873152,49.58455724317817,-15.003557549999982,-14.818312370999934,-14.90416553896149,DD,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma vencesi,Calumma,"ANDREONE, MATTIOLI, JESU & RANDRIANIRINA, 2001",0.09935820320149999,191.14285714285714,118.28571428571429,70,2212.285714285714,271.85714285714283,104.14285714285714,167.71428571428572,214.42857142857142,164.14285714285714,214.42857142857142,159,1708.2857142857142,325.2857142857143,40.714285714285715,72.85714285714286,892,152.28571428571428,892,159.71428571428572,-14.742572535087463,49.48970251303564,-14.911090899999977,-14.528269600999977,-14.719592915639957,EN,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Calumma vohibola,Calumma,"GEHRING, RATSOAVINA, VENCES & GLAW, 2011",0.0376860171402,240,74,57.2,2099,303,174.6,128.4,264.6,232.8,264.6,212.2,3119.6,478,97.8,42.2,1253.2,373.2,1253.2,588.2,-18.330212012830536,49.31491876562591,-18.619536479999965,-18.04185974799998,-18.293100190796252,EN,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Suitable,NA,NA
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,14.1,Artificial/Terrestrial - Arable Land,Suitable,NA,NA
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,NA,NA
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,2.1,Savanna - Dry,Suitable,NA,NA
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Chamaeleo africanus,Chamaeleo,"LAURENTI, 1768",623.347028233,261.35593031421024,150.0824481424925,55.52979925766577,3907.5470535127124,391.3322112866012,117.86864250922342,273.46356877737776,266.03048474648057,225.74924484768775,306.87403725046534,207.48698685867785,371.84717500585185,102.20408618210591,0.5077410078357498,112.70875084989468,243.69428313474586,2.9051127434042603,56.1686525407671,87.2418493707993,16.382545509168747,16.729543167194134,5.239720526000042,37.816308907000064,23.25551150436847,LC,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,NA,NA
Chamaeleo anchietae,Chamaeleo,"BOCAGE, 1872",27.7600197007,222.53776888444222,122.60980490245123,66.66708354177088,1167.0342671335668,306.3871935967984,122.22711355677839,184.16008004002,225.46498249124562,205.95422711355678,233.65382691345673,205.53776888444222,1134.7741370685342,210.0102551275638,1.0822911455727864,82.31390695347673,553.2311155577789,9.173336668334167,264.49474737368683,15.412956478239119,-9.020372050392892,25.220870490889844,-15.253798678999942,-4.645779320999964,-9.809160254329068,LC,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,NA
Chamaeleo anchietae,Chamaeleo,"BOCAGE, 1872",27.7600197007,222.53776888444222,122.60980490245123,66.66708354177088,1167.0342671335668,306.3871935967984,122.22711355677839,184.16008004002,225.46498249124562,205.95422711355678,233.65382691345673,205.53776888444222,1134.7741370685342,210.0102551275638,1.0822911455727864,82.31390695347673,553.2311155577789,9.173336668334167,264.49474737368683,15.412956478239119,-9.020372050392892,25.220870490889844,-15.253798678999942,-4.645779320999964,-9.809160254329068,LC,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
Chamaeleo anchietae,Chamaeleo,"BOCAGE, 1872",27.7600197007,222.53776888444222,122.60980490245123,66.66708354177088,1167.0342671335668,306.3871935967984,122.22711355677839,184.16008004002,225.46498249124562,205.95422711355678,233.65382691345673,205.53776888444222,1134.7741370685342,210.0102551275638,1.0822911455727864,82.31390695347673,553.2311155577789,9.173336668334167,264.49474737368683,15.412956478239119,-9.020372050392892,25.220870490889844,-15.253798678999942,-4.645779320999964,-9.809160254329068,LC,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,1.4,Forest - Temperate,Suitable,NA,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,14.1,Artificial/Terrestrial - Arable Land,Suitable,NA,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,14.3,Artificial/Terrestrial - Plantations,Suitable,NA,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,NA,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,3.4,Shrubland - Temperate,Suitable,NA,NA
Chamaeleo arabicus,Chamaeleo,"MATSCHIE, 1893",19.1664628983,224.48838053740013,114.51779230210603,54.50290486564997,3064.868191721133,325.22476397966597,117.1964415395788,208.02832244008715,219.81336238198983,226.80900508351488,260.6710239651416,183.2868554829339,119.32389251997095,29.71750181554103,0.8264342774146696,79.76143790849673,63.64233841684822,6.640522875816994,38.07225853304285,22.302832244008716,15.446729328433536,48.99963195520323,12.732981217000031,17.979866750000042,15.444525327401397,LC,4.4,Grassland - Temperate,Suitable,NA,NA
Chamaeleo calcaricarens,Chamaeleo,"B<c9>HME, 1985",12.2473730057,200.41917186613728,139.32104367555303,69.39648326715826,1653.484401588202,300.3732274532048,99.82359614293817,200.5496313102666,203.85138967668746,185.22802041973907,220.8944980147476,179.3079977311401,883.7634713556438,233.27680090754396,7.636415201361316,93.55587067498583,540.0743051616563,34.423142370958594,188.2325581395349,210.19455473624504,10.394774548613526,39.76460302300252,8.976488476000043,12.632690263000029,10.651690823833386,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
Chamaeleo calcaricarens,Chamaeleo,"B<c9>HME, 1985",12.2473730057,200.41917186613728,139.32104367555303,69.39648326715826,1653.484401588202,300.3732274532048,99.82359614293817,200.5496313102666,203.85138967668746,185.22802041973907,220.8944980147476,179.3079977311401,883.7634713556438,233.27680090754396,7.636415201361316,93.55587067498583,540.0743051616563,34.423142370958594,188.2325581395349,210.19455473624504,10.394774548613526,39.76460302300252,8.976488476000043,12.632690263000029,10.651690823833386,LC,2.1,Savanna - Dry,Suitable,Resident,Yes
