binomial,genus,taxonomic_authority,range,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,centroidY,centroidX,min,max,mean,category,habitat_code,habitat,suitability,season,major_importantance
Bradypodion gutturale,Bradypodion,"SMITH, 1849",5.01152231915,157.78254847645428,138.16481994459835,54.988919667590025,3893.5152354570637,285.2008310249307,35.7797783933518,249.42105263157896,137.55540166204986,187.97783933518005,205.98891966759004,107.1426592797784,412.29639889196676,53.835180055401665,18.885041551246537,32.42797783933518,146.52354570637118,66.68005540166205,72.30886426592798,135.51246537396122,-33.550835130999644,20.60444564584604,-34.66250241499995,-32.083335630999954,-33.64515674322662,LC,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Bradypodion kentanicum,Bradypodion,"HEWITT, 1935",0.265657110453,182.64102564102564,90.58974358974359,55.794871794871796,2246,254.5897435897436,93.97435897435898,160.6153846153846,210.84615384615384,155.4102564102564,210.84615384615384,152.97435897435898,973.6153846153846,128.28205128205127,30.974358974358974,39.666666666666664,341.5128205128205,111.71794871794872,341.5128205128205,113.38461538461539,-32.257806621579384,28.684964722099327,-32.716457281999965,-31.864632351999944,-32.11598497927996,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,NA
Bradypodion kentanicum,Bradypodion,"HEWITT, 1935",0.265657110453,182.64102564102564,90.58974358974359,55.794871794871796,2246,254.5897435897436,93.97435897435898,160.6153846153846,210.84615384615384,155.4102564102564,210.84615384615384,152.97435897435898,973.6153846153846,128.28205128205127,30.974358974358974,39.666666666666664,341.5128205128205,111.71794871794872,341.5128205128205,113.38461538461539,-32.257806621579384,28.684964722099327,-32.716457281999965,-31.864632351999944,-32.11598497927996,NT,2.1,Savanna - Dry,Suitable,NA,NA
Bradypodion melanocephalum,Bradypodion,"GRAY, 1865",0.839277802956,177.75396825396825,110.31746031746032,56.507936507936506,2728.2380952380954,259.56349206349205,67.04761904761905,192.515873015873,207.26190476190476,140.46031746031747,209.71428571428572,139.73015873015873,939.968253968254,134.6031746031746,21.746031746031747,53.285714285714285,378.42063492063494,79.69047619047619,375.1190476190476,79.88888888888889,-30.209345336361096,30.267242424368156,-31.383143031999964,-29.51313172899995,-30.129753829374955,NT,14.5,Artificial/Terrestrial - Urban Areas,Suitable,NA,NA
Bradypodion melanocephalum,Bradypodion,"GRAY, 1865",0.839277802956,177.75396825396825,110.31746031746032,56.507936507936506,2728.2380952380954,259.56349206349205,67.04761904761905,192.515873015873,207.26190476190476,140.46031746031747,209.71428571428572,139.73015873015873,939.968253968254,134.6031746031746,21.746031746031747,53.285714285714285,378.42063492063494,79.69047619047619,375.1190476190476,79.88888888888889,-30.209345336361096,30.267242424368156,-31.383143031999964,-29.51313172899995,-30.129753829374955,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,NA
Bradypodion melanocephalum,Bradypodion,"GRAY, 1865",0.839277802956,177.75396825396825,110.31746031746032,56.507936507936506,2728.2380952380954,259.56349206349205,67.04761904761905,192.515873015873,207.26190476190476,140.46031746031747,209.71428571428572,139.73015873015873,939.968253968254,134.6031746031746,21.746031746031747,53.285714285714285,378.42063492063494,79.69047619047619,375.1190476190476,79.88888888888889,-30.209345336361096,30.267242424368156,-31.383143031999964,-29.51313172899995,-30.129753829374955,NT,2.1,Savanna - Dry,Suitable,NA,NA
Bradypodion melanocephalum,Bradypodion,"GRAY, 1865",0.839277802956,177.75396825396825,110.31746031746032,56.507936507936506,2728.2380952380954,259.56349206349205,67.04761904761905,192.515873015873,207.26190476190476,140.46031746031747,209.71428571428572,139.73015873015873,939.968253968254,134.6031746031746,21.746031746031747,53.285714285714285,378.42063492063494,79.69047619047619,375.1190476190476,79.88888888888889,-30.209345336361096,30.267242424368156,-31.383143031999964,-29.51313172899995,-30.129753829374955,NT,4.5,Grassland - Subtropical/Tropical Dry,Suitable,NA,NA
Bradypodion nemorale,Bradypodion,"RAW, 1978",0.00361570831833,150,118,59,2937,237,37,200,182,109,182,108,866,136,12,65,391,47,391,49,-28.696044504681762,31.024930255527092,-28.751733703999946,-28.62459570699997,-28.676642818291626,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Bradypodion ngomeense,Bradypodion,"TILBURY & TOLLEY, 2009",0.00240295367678,179,115,61,2483,264,77,187,202,144,208,144,856,124,15,60,361,53,360,53,-27.84132697421021,31.40965285263467,-27.88536713999997,-27.793094382999982,-27.843928627098,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Bradypodion occidentale,Bradypodion,"HEWITT, 1935",3.32804264623,171.3987341772152,129.78902953586498,59.00632911392405,3177.097046413502,284.50632911392404,65.67510548523207,218.831223628692,134.44303797468353,207.67510548523208,210.0337552742616,129.44725738396625,199.5928270042194,34.22784810126582,3.7763713080168775,61.729957805907176,93.78902953586498,15.339662447257384,17.856540084388186,92.57594936708861,-30.91205651231234,17.922348636074,-33.85821236499993,-28.70088373799996,-31.789680147936128,LC,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA
Bradypodion occidentale,Bradypodion,"HEWITT, 1935",3.32804264623,171.3987341772152,129.78902953586498,59.00632911392405,3177.097046413502,284.50632911392404,65.67510548523207,218.831223628692,134.44303797468353,207.67510548523208,210.0337552742616,129.44725738396625,199.5928270042194,34.22784810126582,3.7763713080168775,61.729957805907176,93.78902953586498,15.339662447257384,17.856540084388186,92.57594936708861,-30.91205651231234,17.922348636074,-33.85821236499993,-28.70088373799996,-31.789680147936128,LC,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Bradypodion pumilum,Bradypodion,"GMELIN, 1789",0.798764372128,158.6880733944954,98.96330275229357,53.03669724770642,3012.4495412844035,254.28440366972478,69.54128440366972,184.74311926605503,122.46788990825688,196.03669724770643,196.19266055045873,120.1651376146789,697.605504587156,102.77981651376147,23.293577981651374,48.357798165137616,293.3211009174312,75.44954128440367,77.44954128440367,291.302752293578,-34.218658728310814,19.215811704231193,-34.78086747599997,-33.719061404999934,-34.26145835195173,NT,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,NA,NA
Bradypodion pumilum,Bradypodion,"GMELIN, 1789",0.798764372128,158.6880733944954,98.96330275229357,53.03669724770642,3012.4495412844035,254.28440366972478,69.54128440366972,184.74311926605503,122.46788990825688,196.03669724770643,196.19266055045873,120.1651376146789,697.605504587156,102.77981651376147,23.293577981651374,48.357798165137616,293.3211009174312,75.44954128440367,77.44954128440367,291.302752293578,-34.218658728310814,19.215811704231193,-34.78086747599997,-33.719061404999934,-34.26145835195173,NT,14.5,Artificial/Terrestrial - Urban Areas,Suitable,NA,NA
Bradypodion pumilum,Bradypodion,"GMELIN, 1789",0.798764372128,158.6880733944954,98.96330275229357,53.03669724770642,3012.4495412844035,254.28440366972478,69.54128440366972,184.74311926605503,122.46788990825688,196.03669724770643,196.19266055045873,120.1651376146789,697.605504587156,102.77981651376147,23.293577981651374,48.357798165137616,293.3211009174312,75.44954128440367,77.44954128440367,291.302752293578,-34.218658728310814,19.215811704231193,-34.78086747599997,-33.719061404999934,-34.26145835195173,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Bradypodion pumilum,Bradypodion,"GMELIN, 1789",0.798764372128,158.6880733944954,98.96330275229357,53.03669724770642,3012.4495412844035,254.28440366972478,69.54128440366972,184.74311926605503,122.46788990825688,196.03669724770643,196.19266055045873,120.1651376146789,697.605504587156,102.77981651376147,23.293577981651374,48.357798165137616,293.3211009174312,75.44954128440367,77.44954128440367,291.302752293578,-34.218658728310814,19.215811704231193,-34.78086747599997,-33.719061404999934,-34.26145835195173,NT,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Bradypodion setaroi,Bradypodion,"RAW, 1976",0.486304479985,218.32876712328766,100.46575342465754,54.24657534246575,2683.945205479452,302.17808219178085,118.72602739726027,183.45205479452054,250.4794520547945,182.27397260273972,250.4794520547945,181.57534246575344,965.3561643835617,134.94520547945206,38.38356164383562,40.465753424657535,364.75342465753425,125.47945205479452,364.52054794520546,125.98630136986301,-27.937576180074537,32.42288378613278,-28.82330113699993,-26.863300323999965,-27.998076806239954,LC,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,NA
Bradypodion taeniabronchum,Bradypodion,"SMITH, 1831",0.0507806714034,160.33333333333334,112,56.333333333333336,2816.222222222222,252.77777777777777,55.77777777777778,197,150.55555555555554,128.55555555555554,196,123.55555555555556,625.2222222222222,66.88888888888889,39.666666666666664,16.444444444444443,182.77777777777777,129.66666666666666,155.11111111111111,139,-33.873281508157014,24.855584066294213,-34.18159653399994,-33.68633970399998,-33.94519141166662,LC,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Bradypodion thamnobates,Bradypodion,"RAW, 1976",0.306850204768,149.6304347826087,135.2608695652174,56.93478260869565,3439.2608695652175,246.2391304347826,10.73913043478261,235.5,187.1086956521739,100.6304347826087,187.1086956521739,100.23913043478261,892.5652173913044,144.2391304347826,13.195652173913043,66.67391304347827,416.60869565217394,50.28260869565217,416.4347826086956,50.41304347826087,-29.605381797719417,29.976326946509875,-30.162101336999967,-29.111502765999944,-29.576593460884567,EN,14.5,Artificial/Terrestrial - Urban Areas,Suitable,NA,NA
Bradypodion thamnobates,Bradypodion,"RAW, 1976",0.306850204768,149.6304347826087,135.2608695652174,56.93478260869565,3439.2608695652175,246.2391304347826,10.73913043478261,235.5,187.1086956521739,100.6304347826087,187.1086956521739,100.23913043478261,892.5652173913044,144.2391304347826,13.195652173913043,66.67391304347827,416.60869565217394,50.28260869565217,416.4347826086956,50.41304347826087,-29.605381797719417,29.976326946509875,-30.162101336999967,-29.111502765999944,-29.576593460884567,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Bradypodion transvaalense,Bradypodion,"FITZSIMONS, 1930",2.56261751431,174.06451612903226,128.58064516129033,59.80913978494624,3031.1236559139784,261.6666666666667,48.263440860215056,213.40322580645162,205.09677419354838,130.01344086021504,205.88172043010752,130.01344086021504,958.2903225806451,169.61827956989248,11.163978494623656,74.38709677419355,482.11021505376345,40.77956989247312,479.997311827957,40.77956989247312,-24.947954758592466,30.526855682445433,-26.41201564399995,-22.807375583999942,-24.456796382499952,LC,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA
Bradypodion ventrale,Bradypodion,"GRAY, 1845",18.7758245289,156.44230769230768,142.40717455621302,54.86279585798817,4016.620931952663,282.1253698224852,23.02958579881657,259.0957840236686,195.67418639053255,105.21301775147928,205.36168639053255,102.24704142011835,503.37758875739644,73.48483727810651,15.83542899408284,45.813239644970416,197.58616863905326,55.490754437869825,183.16457100591717,56.68934911242604,-32.03349809868331,25.742651116660685,-34.13243307899995,-30.145072470999935,-33.03414981458532,LC,2.1,Savanna - Dry,Suitable,NA,NA
Bradypodion ventrale,Bradypodion,"GRAY, 1845",18.7758245289,156.44230769230768,142.40717455621302,54.86279585798817,4016.620931952663,282.1253698224852,23.02958579881657,259.0957840236686,195.67418639053255,105.21301775147928,205.36168639053255,102.24704142011835,503.37758875739644,73.48483727810651,15.83542899408284,45.813239644970416,197.58616863905326,55.490754437869825,183.16457100591717,56.68934911242604,-32.03349809868331,25.742651116660685,-34.13243307899995,-30.145072470999935,-33.03414981458532,LC,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA
Bradypodion ventrale,Bradypodion,"GRAY, 1845",18.7758245289,156.44230769230768,142.40717455621302,54.86279585798817,4016.620931952663,282.1253698224852,23.02958579881657,259.0957840236686,195.67418639053255,105.21301775147928,205.36168639053255,102.24704142011835,503.37758875739644,73.48483727810651,15.83542899408284,45.813239644970416,197.58616863905326,55.490754437869825,183.16457100591717,56.68934911242604,-32.03349809868331,25.742651116660685,-34.13243307899995,-30.145072470999935,-33.03414981458532,LC,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,NA
Brookesia antakarana,Brookesia,"RAXWORTHY & NUSSBAUM, 1995",0.06414772503970001,223.71428571428572,94.42857142857143,72.85714285714286,1325.2857142857142,283,154.42857142857142,128.57142857142858,236.28571428571428,211.14285714285714,236.28571428571428,204.71428571428572,1364,330.7142857142857,13.714285714285714,100.85714285714286,853.5714285714286,56.857142857142854,853.5714285714286,64.28571428571429,-12.562256170595212,49.15429533649739,-12.732800622999946,-12.40817405499996,-12.519121347246708,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Brookesia antakarana,Brookesia,"RAXWORTHY & NUSSBAUM, 1995",0.06414772503970001,223.71428571428572,94.42857142857143,72.85714285714286,1325.2857142857142,283,154.42857142857142,128.57142857142858,236.28571428571428,211.14285714285714,236.28571428571428,204.71428571428572,1364,330.7142857142857,13.714285714285714,100.85714285714286,853.5714285714286,56.857142857142854,853.5714285714286,64.28571428571429,-12.562256170595212,49.15429533649739,-12.732800622999946,-12.40817405499996,-12.519121347246708,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Brookesia bekolosy,Brookesia,"RAXWORTHY & NUSSBAUM, 1995",0.00411292199633,214.5,116.5,72,1485,288,127.5,160.5,227,192.5,227.5,192.5,1608.5,388,9.5,103.5,1011,33,841,34.5,-14.029585853751094,48.33140650854355,-14.061523026999964,-13.994536043999972,-14.024749936115898,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Brookesia betschi,Brookesia,"BRYGOO, BLANC & DOMERGUE, 1974",1.857337884823,207.89473684210526,116.29323308270676,70.17293233082707,1861.5187969924812,285.3233082706767,120.89473684210526,164.42857142857142,226.4812030075188,184.29323308270676,226.68421052631578,181.21804511278197,1649.7142857142858,333.36842105263156,28.413533834586467,83.72932330827068,914.9022556390977,104.5187969924812,876.7218045112782,115.36842105263158,-14.16683992419335,49.160954204347995,-14.845332390999943,-13.60783913299997,-14.174188786795405,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Brookesia bonsi,Brookesia,"RAMANANTSOA, 1980",0.0373564463583,259,113,69,1439,326.5,164,162.5,268.5,236.5,271,236.5,1352,408.5,2,122,975,9,688.5,9,-16.46915969486576,45.33947118301042,-16.54542975299995,-16.362344510999947,-16.47622849279205,CR,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes
Brookesia brunoi,Brookesia,"CROTTINI, MIRALLES, GLAW, HARRIS, LIMA & VENCES, 2012",0.00100994760394,195.5,109.5,61,2539.5,279,100,179,221,161.5,221,157.5,1089,264,15.5,98,672.5,51,672.5,51,-21.85426901863811,46.88290961208554,-21.861054656999954,-21.847847245999958,-21.855199572593705,NT,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
Brookesia brygooi,Brookesia,"RAXWORTHY & NUSSBAUM, 1995",25.4242865836,252.4061135371179,129.81331877729258,65.84334061135371,2014.6255458515284,337.33569868995636,141.1632096069869,196.17248908296943,269.6517467248908,223.40338427947597,271.9912663755459,222.11626637554585,1108.3771834061135,315.0136462882096,2.0829694323144103,115.45469432314411,766.5982532751092,10.095524017467248,498.1326419213974,10.22434497816594,-19.274711024971293,44.95073704962313,-23.641986587999952,-15.21592052099993,-18.311548233474934,LC,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes
Brookesia confidens,Brookesia,"GLAW, K<c9>HLER, TOWNSEND & VENCES, 2012",0.021034240983,257,98.25,70,1208.75,320,180.5,139.5,266,239.5,267.25,239,1603.25,404.75,14.25,106.25,1043.25,50,742.5,55,-12.902968446431972,49.136861124093194,-13.016697594999926,-12.819519877999937,-12.974721318958533,NT,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
Brookesia decaryi,Brookesia,"ANGEL, 1939",0.228362371168,263.625,128.4375,68.25,1412.5,349.75,163.125,186.625,271.375,243.875,277.875,241.75,1509.625,447.125,1.25,120.1875,1060.125,5.5625,435.6875,5.6875,-16.21963511828155,46.94099369904912,-16.39596771799995,-16.010911436999947,-16.245869443206825,EN,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes
Brookesia dentata,Brookesia,"MOCQUARD, 1900",0.271607954826,264.94736842105266,127.73684210526316,68.36842105263158,1394.2105263157894,350.7894736842105,165.47368421052633,185.31578947368422,272.10526315789474,245.21052631578948,279.2105263157895,243.42105263157896,1527.421052631579,449.94736842105266,1.0526315789473684,119.94736842105263,1069.578947368421,5.631578947368421,436.42105263157896,5.7368421052631575,-16.33636818517162,46.90384366021884,-17.038034340999957,-16.010911436999947,-16.46744999078263,EN,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes
Brookesia desperata,Brookesia,"GLAW, K<c9>HLER, TOWNSEND & VENCES, 2012",0.00354057260285,235,91,72,1277,293,168,125,247,223,247,217,1309,331,12,104,840,51,840,59,-12.461379318113185,49.19945821872847,-12.51594235999994,-12.430144594999945,-12.486528523669593,CR,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
Brookesia ebenaui<e6>,Brookesia,"BOETTGER, 1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brookesia exarmata,Brookesia,"SCHIMMENTI & JESU, 1996",0.140116527958,247.94736842105263,124.78947368421052,65.36842105263158,1834.2631578947369,330.57894736842104,140.73684210526315,189.8421052631579,261.7894736842105,219.78947368421052,264.2105263157895,219.10526315789474,1312.1052631578948,348.89473684210526,2,109.36842105263158,875.0526315789474,11.947368421052632,413.63157894736844,11.947368421052632,-18.665834392262482,44.770560437345445,-19.17615687199998,-18.222253553999963,-18.65776376309673,EN,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes
Brookesia griveaudi,Brookesia,"BRYGOO, BLANC & DOMERGUE, 1974",3.65976951381,231.2669172932331,92.6203007518797,66.34586466165413,1833.2857142857142,297.86842105263156,159.59022556390977,138.2781954887218,250.796992481203,216.85714285714286,251.38721804511277,205.42857142857142,1899.4661654135339,293.4661654135338,56.47744360902256,54.462406015037594,828.2368421052631,214.1766917293233,818.4022556390977,284.0375939849624,-14.437726525716032,49.88313184788592,-15.995791434999944,-13.018285068999944,-14.866925009955057,NT,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Brookesia griveaudi,Brookesia,"BRYGOO, BLANC & DOMERGUE, 1974",3.65976951381,231.2669172932331,92.6203007518797,66.34586466165413,1833.2857142857142,297.86842105263156,159.59022556390977,138.2781954887218,250.796992481203,216.85714285714286,251.38721804511277,205.42857142857142,1899.4661654135339,293.4661654135338,56.47744360902256,54.462406015037594,828.2368421052631,214.1766917293233,818.4022556390977,284.0375939849624,-14.437726525716032,49.88313184788592,-15.995791434999944,-13.018285068999944,-14.866925009955057,NT,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Brookesia karchei,Brookesia,"BRYGOO, BLANC & DOMERGUE, 1970",0.1001933533599,202.83333333333334,110.5,68.66666666666667,2096.1666666666665,280,120.5,159.5,225.5,180.83333333333334,225.5,173,1721.8333333333333,300.5,48.666666666666664,64.33333333333333,839.5,182.33333333333334,839.5,201.16666666666666,-14.436357681268259,49.705523734043084,-14.615422570999954,-14.30695099899998,-14.45360853642109,EN,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Brookesia lambertoni,Brookesia,"BRYGOO & DOMERGUE, 1970",0.12955524666169999,205.4,103.1,63.5,2460.7,283.1,122,161.1,232.9,180.7,232.9,170.7,1654.8,298.9,36.7,71.5,862,147,862,168.2,-18.000385252884588,48.84866413819185,-18.211700416999975,-17.844476705999966,-17.93664946308888,DD,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,Yes
Brookesia lineata,Brookesia,"RAXWORTHY & NUSSBAUM, 1995",0.313483613194,204.14401622718054,121.56896551724138,71.1896551724138,1701.4614604462477,283.761663286004,114.17545638945234,169.58620689655174,220.05578093306286,179.95638945233264,220.2576064908722,179.70588235294116,1545.215010141988,343.0659229208925,13.400608519269777,97.98377281947262,937.7657200811359,45.115618661257606,902.2494929006085,51.56693711967546,-13.922296558878003,48.74569401263639,-14.224799966999967,-13.665750986999967,-14.007351689163889,EN,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,Yes
Brookesia micra,Brookesia,"GLAW, K<c9>HLER, TOWNSEND & VENCES, 2012",1.43747910753e-4,264,78,67,1197,320,204,116,274,252,275,246,1239,338,12,109,833,49,814,54,-12.238170663415154,49.01120205116793,-12.24934820599998,-12.227468618999978,-12.241120710545415,NT,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
