#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.964236
N27: 0.515808
Furcep: 1.89268
N57: 1.88317
N63: 1.03208
N64: 1.98988
N75: 1.03116
C3125: 1.38667
N93: 1.40439
C2208: 0.995775
Riebrev: 2.34644
Total number of gain events: 23.0777
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.20545
N27: 0.531601
Rhaspe: 1.6102
Rhamar: 1.5495
Rhatem: 0.648258
N34: 1.09519
N38: 0.998378
N43: 0.962126
N46: 0.805527
FGA465: 0.967692
N59: 0.762521
N61: 0.755228
FGA489: 0.99523
N70: 0.580444
N74: 0.976676
Calboe: 2.46073
N79: 1.60513
N80: 1.32716
N81: 1.4775
N86: 0.982941
N89: 1.51809
C404: 1.01381
N97: 1.00544
N107: 0.964019
N129: 1.11317
Total number of loss events: 36.5868
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 4.40264e-24
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.00446
N3: 0.518783
N34: 0.99995
N65: 0.647306
N113: 0.953304
N117: 0.964276
N119: 0.582623
Riebrev: 1.91447
N129: 0.91077
Total number of demi-dulications events: 11.534
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.964236	1.20545	0	1.00446	0
N2	0.170076	0.35586	4.40256e-24	0.0028986	0
N3	0.0207315	0.0180701	1.98026e-29	0.518783	0
N4	0.0705264	0.0728397	2.74016e-34	0.470718	0
N5	0.0161039	0.0120278	3.24003e-38	0.00664274	0
B3088	0.277976	0.292261	0	0.00385621	0
N6	0.0228833	0.0191881	5.50087e-38	0.00157909	0
N7	0.230836	0.248813	9.68948e-55	0.00227667	0
BGA709	1.19856e-07	2.147e-07	0	5.59669e-10	0
BGA710	1.19856e-07	2.147e-07	0	5.59669e-10	0
BGA309	0.231088	0.249065	0	0.00227667	0
N8	0.0346001	0.0411617	2.76396e-40	0.0101751	0
N9	0.0638939	0.0613912	5.0696e-42	0.000298989	0
N10	0.0620409	0.0681768	2.10237e-56	2.5517e-05	0
B11696	7.97036e-08	1.46778e-07	0	1.50334e-11	0
B11697	7.97036e-08	1.46778e-07	0	1.50334e-11	0
N11	0.0523085	0.0583362	7.57845e-49	2.54885e-05	0
B11609	0.000977334	0.00108559	0	2.85955e-08	0
BGA392	0.000977334	0.00108559	0	2.85955e-08	0
N12	0.00658819	0.00860523	3.83782e-47	0.000314674	0
N13	0.0014419	0.001551	4.15844e-50	7.27039e-06	0
N14	0.0148355	0.0128386	8.22032e-43	2.04226e-06	0
N15	0.0897	0.0932039	1.15927e-61	5.12728e-07	0
B985	1.02773e-07	1.80146e-07	0	3.96292e-13	0
B983	1.02773e-07	1.80146e-07	0	3.96292e-13	0
N16	0.0456224	0.0478088	9.26358e-50	5.03152e-07	0
N17	0.0112289	0.0125465	2.93543e-64	9.97082e-09	0
B199	2.79191e-08	5.24741e-08	0	1.07795e-14	0
BGAA3	2.79191e-08	5.24741e-08	0	1.07795e-14	0
N18	0.0112265	0.0125441	2.95219e-64	9.97081e-09	0
B11604	3.95006e-08	7.42521e-08	0	1.52768e-14	0
BGA583	3.95006e-08	7.42521e-08	0	1.52768e-14	0
N19	0.0274521	0.0266942	9.21206e-45	2.45914e-06	0
N20	0.05619	0.0584544	3.0386e-62	9.58917e-08	0
BGA89	9.13807e-07	1.60978e-06	0	1.03805e-12	0
BGA40	9.13807e-07	1.60978e-06	0	1.03805e-12	0
N21	0.00731488	0.00755945	3.63261e-49	7.92402e-08	0
N22	0.0355891	0.0376095	8.7966e-66	1.66568e-08	0
BGAA2	6.81051e-08	1.22217e-07	0	2.20843e-14	0
BGAA1	6.81051e-08	1.22217e-07	0	2.20843e-14	0
N23	0.0318022	0.033807	3.60117e-59	1.66521e-08	0
BGA584	0.000225301	0.000240943	0	6.34397e-12	0
BGA706	0.000225301	0.000240943	0	6.34397e-12	0
N24	0.0469447	0.0440729	3.33825e-49	9.00639e-06	0
N25	0.0497407	0.0542213	5.00214e-59	8.21636e-07	0
BGA304	8.66847e-06	1.58804e-05	0	6.89598e-11	0
BGA303	8.66847e-06	1.58804e-05	0	6.89598e-11	0
N26	0.0515585	0.0560464	4.36317e-59	8.21702e-07	0
BGAB1	5.32242e-08	9.72402e-08	0	4.04522e-13	0
BGA7	5.32242e-08	9.72402e-08	0	4.04522e-13	0
N27	0.515808	0.531601	5.745e-29	0.481213	0
PGA445	3.09138e-06	5.17751e-06	0	1.44638e-06	0
PGA363	3.09138e-06	5.17751e-06	0	1.44638e-06	0
N28	0.00897886	0.0308265	9.32937e-34	1.72913e-05	0
N29	0.00337106	0.488135	9.16746e-36	1.01564e-07	0
Rhaspe	0.107672	1.6102	0	0.000240709	0
N30	0.00256031	0.0604605	2.38461e-31	4.86884e-08	0
Rhamar	0.104774	1.5495	0	0.000264419	0
Rhatem	0.200121	0.648258	0	0.0010621	0
N31	0.0139583	0.000786888	1.01502e-40	3.33194e-07	0
N32	0.0143322	0.0151744	2.65417e-44	4.34701e-05	0
N33	0.00970562	0.0182494	2.0261e-41	7.0763e-07	0
N34	0.142015	1.09519	6.64e-52	0.99995	0
FGA379	2.05215e-07	2.17314e-06	0	1.27889e-07	0
F647	2.05215e-07	2.17314e-06	0	1.27889e-07	0
N35	0.0259003	0.0142178	5.48354e-38	1.08651e-06	0
N36	0.0242134	0.0232217	1.99731e-38	8.80531e-07	0
