haploidn,tips,sim
17,C2208,11
18,CGA311,11
18,C11776,11
18,CGA501,11
18,C3123,11
18,C3121,11
18,CGA453,11
18,CGA383,11
17,C3118,11
17,Calparcri,11
20,FGA516,11
20,FGA513,11
21,FGA456,11
20,FGA465,11
21,F12279,11
21,F12278,11
20,FGA332,11
20,FGA331,11
19,Furant,11
20,FGA582,11
20,FGA581,11
20,FGA440,11
20,FGA15,11
19,F12269,11
19,FGA99,11
20,F12266,11
20,F2241,11
20,Furang,11
20,FGA490,11
20,Furpol,11
19,Furcep,11
21,F1476,11
21,FGA81,11
20,FGA105,11
20,FGA104,11
20,FGA489,11
20,F3016,11
20,F3015,11
21,FGA175,11
21,FGA174,11
21,FurbGB,11
18,F647,11
18,FGA379,11
18,Tribit,11
18,Trihoe,11
19,Trijac,11
18,Trijoh,11
16,Trimel,11
18,Triowe,11
21,Tricri,11
20,Triwie,11
21,Triqua,11
19,Kinboe,11
19,Kinfis,11
19,Kinxen,11
20,Bratra,11
20,Bradra,11
20,Bratha,11
20,Bramel,11
20,Braset,11
19,Braven,11
19,Bragut,11
21,Brapum,11
21,Bradam,11
16,Chazey,11
17,Chacaly,11
19,Chaafr,11
18,Chacha,11
17,Chadil,11
19,Chasen,11
19,Chanam,11
18,Rhamar,11
18,Rhatem,11
19,Rhaspe,11
17,BGA706,12
17,BGA584,12
17,BGAA2,12
17,BGAA1,12
18,BGA40,12
17,BGA89,12
19,B11604,12
19,BGA583,12
19,BGAA3,12
19,B199,12
19,B983,12
20,B985,12
18,BGA304,12
18,BGA303,12
19,BGAB1,12
19,BGA7,12
16,B11609,12
16,BGA392,12
20,B11697,12
20,B11696,12
18,B3088,12
16,BGA710,12
16,BGA709,12
18,BGA309,12
17,PGA445,12
17,PGA363,12
19,CGA764,12
19,CGA763,12
19,C602,12
19,C601,12
19,CGA642,12
18,CGA430,12
18,CGA429,12
18,C3125,12
18,Calboe,12
17,CGA236,12
18,CGA382,12
18,CGA365,12
19,CGA495,12
19,CGA494,12
20,CGA314,12
20,CGA310,12
20,C985,12
20,C984,12
19,CGA594,12
19,CGA48,12
19,Cl11779,12
19,Cl11778,12
19,C404,12
20,C12265,12
19,C3126,12
19,C3134,12
20,CGA963,12
20,CGA312,12
17,CGA87,12
17,C3043,12
16,CGA557,12
16,CGA368,12
18,CGA364,12
17,CGA46,12
17,CGA45,12
19,C2208,12
17,CGA311,12
19,C11776,12
19,CGA501,12
18,C3123,12
18,C3121,12
18,CGA453,12
18,CGA383,12
17,C3118,12
17,Calparcri,12
18,FGA516,12
18,FGA513,12
18,FGA456,12
17,FGA465,12
19,F12279,12
19,F12278,12
18,FGA332,12
18,FGA331,12
18,Furant,12
16,FGA582,12
16,FGA581,12
17,FGA440,12
17,FGA15,12
18,F12269,12
18,FGA99,12
17,F12266,12
17,F2241,12
18,Furang,12
19,FGA490,12
18,Furpol,12
17,Furcep,12
18,F1476,12
17,FGA81,12
18,FGA105,12
18,FGA104,12
17,FGA489,12
19,F3016,12
19,F3015,12
17,FGA175,12
17,FGA174,12
20,FurbGB,12
18,F647,12
18,FGA379,12
17,Tribit,12
17,Trihoe,12
18,Trijac,12
18,Trijoh,12
18,Trimel,12
19,Triowe,12
18,Tricri,12
19,Triwie,12
18,Triqua,12
19,Kinboe,12
16,Kinfis,12
19,Kinxen,12
20,Bratra,12
20,Bradra,12
20,Bratha,12
20,Bramel,12
21,Braset,12
20,Braven,12
20,Bragut,12
19,Brapum,12
17,Bradam,12
16,Chazey,12
16,Chacaly,12
18,Chaafr,12
18,Chacha,12
16,Chadil,12
16,Chasen,12
17,Chanam,12
15,Rhamar,12
16,Rhatem,12
18,Rhaspe,12
18,BGA706,13
18,BGA584,13
17,BGAA2,13
17,BGAA1,13
19,BGA40,13
19,BGA89,13
18,B11604,13
18,BGA583,13
18,BGAA3,13
18,B199,13
20,B983,13
20,B985,13
22,BGA304,13
22,BGA303,13
20,BGAB1,13
20,BGA7,13
19,B11609,13
19,BGA392,13
18,B11697,13
18,B11696,13
20,B3088,13
19,BGA710,13
19,BGA709,13
19,BGA309,13
18,PGA445,13
18,PGA363,13
15,CGA764,13
15,CGA763,13
15,C602,13
15,C601,13
15,CGA642,13
18,CGA430,13
18,CGA429,13
17,C3125,13
17,Calboe,13
17,CGA236,13
17,CGA382,13
17,CGA365,13
19,CGA495,13
19,CGA494,13
17,CGA314,13
17,CGA310,13
16,C985,13
16,C984,13
18,CGA594,13
17,CGA48,13
18,Cl11779,13
18,Cl11778,13
18,C404,13
20,C12265,13
18,C3126,13
18,C3134,13
17,CGA963,13
17,CGA312,13
16,CGA87,13
16,C3043,13
17,CGA557,13
17,CGA368,13
18,CGA364,13
18,CGA46,13
18,CGA45,13
18,C2208,13
18,CGA311,13
17,C11776,13
17,CGA501,13
16,C3123,13
16,C3121,13
16,CGA453,13
16,CGA383,13
18,C3118,13
18,Calparcri,13
16,FGA516,13
16,FGA513,13
16,FGA456,13
16,FGA465,13
16,F12279,13
16,F12278,13
15,FGA332,13
15,FGA331,13
14,Furant,13
16,FGA582,13
16,FGA581,13
16,FGA440,13
16,FGA15,13
17,F12269,13
17,FGA99,13
16,F12266,13
16,F2241,13
16,Furang,13
16,FGA490,13
16,Furpol,13
15,Furcep,13
16,F1476,13
16,FGA81,13
15,FGA105,13
15,FGA104,13
15,FGA489,13
18,F3016,13
