name,MODEL,AIC,AICw,C_lossC,C_gainC,CR_lossC,CR_gainC,CR_dup,CD_lossC,CD_gainC,CD_dup,CDE_lossC,CDE_gainC,CDE_dup,CDE_demi,L_lossC,L_gainC,L_lossL,L_gainL,LR_lossC,LR_gainC,LR_lossL,LR_gainL,LR_dup,LD_lossC,LD_gainC,LD_lossL,LD_gainL,LD_dup,LDE_lossC,LDE_gainC,LDE_lossL,LDE_gainL,LDE_dup,LDE_demi
9,LINEAR_RATE,345.6,0,0.01731593,0.066064471,0.035151737,0.016476127,4.00E-04,0.037471192,0.01463656,2.00E-04,0.012876973,0.007798167,0,0.00399906,0.003119267,0,-8.00E-05,0.005198778,0.032832283,0,-4.00E-05,0.001199718,3.60E-04,0.03467185,0,-2.00E-04,0.001159727,2.00E-04,0.005438722,7.20E-04,5.60E-04,5.20E-04,0,0.00399906
9,LINEAR_RATE_DEMI,346.6,0,0.01731593,0.066064471,0.035151737,0.016476127,4.00E-04,0.037471192,0.01463656,2.00E-04,0.012876973,0.007798167,0,0.00399906,0.003119267,0,-8.00E-05,0.005198778,0.032832283,0,-4.00E-05,0.001199718,3.60E-04,0.03467185,0,-2.00E-04,0.001159727,2.00E-04,0.005438722,7.20E-04,5.60E-04,5.20E-04,0,0.00399906
9,LINEAR_RATE_DEMI_EST,330.8,0.055,0.01731593,0.066064471,0.035151737,0.016476127,4.00E-04,0.037471192,0.01463656,2.00E-04,0.012876973,0.007798167,0,0.00399906,0.003119267,0,-8.00E-05,0.005198778,0.032832283,0,-4.00E-05,0.001199718,3.60E-04,0.03467185,0,-2.00E-04,0.001159727,2.00E-04,0.005438722,7.20E-04,5.60E-04,5.20E-04,0,0.00399906
9,LINEAR_RATE_NO_DUPL,358.6,0,0.01731593,0.066064471,0.035151737,0.016476127,4.00E-04,0.037471192,0.01463656,2.00E-04,0.012876973,0.007798167,0,0.00399906,0.003119267,0,-8.00E-05,0.005198778,0.032832283,0,-4.00E-05,0.001199718,3.60E-04,0.03467185,0,-2.00E-04,0.001159727,2.00E-04,0.005438722,7.20E-04,5.60E-04,5.20E-04,0,0.00399906
10,CONST_RATE,327.5,0.185,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,CONST_RATE_DEMI,327.5,0.185,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,CONST_RATE_DEMI_EST,333.9,0.008,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,CONST_RATE_NO_DUPL,325.4,0.529,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,LINEAR_RATE,332,0.02,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,LINEAR_RATE_DEMI,332,0.02,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,LINEAR_RATE_DEMI_EST,336.9,0.002,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
10,LINEAR_RATE_NO_DUPL,330,0.053,0.03586798,0.017766034,0.037136982,0.01679562,0,0.036054598,0.017056885,0,0.016832944,0.009480194,0,0.002538005,0.030941264,0,7.46E-05,0.00134365,0.030941264,0,7.46E-05,0.00134365,0,0.030941264,0,7.46E-05,0.00134365,0,0.021834306,0.018213917,-3.73E-04,-5.60E-04,0,0.002463358
11,CONST_RATE,326.3,0.185,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,CONST_RATE_DEMI,326.3,0.185,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,CONST_RATE_DEMI_EST,337.4,0.001,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,CONST_RATE_NO_DUPL,324.3,0.503,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,LINEAR_RATE,331.4,0.014,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,LINEAR_RATE_DEMI,331.4,0.014,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,LINEAR_RATE_DEMI_EST,333.4,0.005,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
11,LINEAR_RATE_NO_DUPL,327.7,0.092,0.036577128,0.014780146,0.038480632,0.015675912,0,0.037025011,0.014108321,0,0.017654063,0.007688662,0,0.002538005,0.040869342,0.002052798,-4.85E-04,7.84E-04,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029933527,0.002948564,3.73E-04,8.21E-04,0,0.029410997,0.00559854,3.73E-04,6.35E-04,0,0
12,CONST_RATE,327,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,CONST_RATE_DEMI,327,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,CONST_RATE_DEMI_EST,308.7,0.962,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,CONST_RATE_NO_DUPL,325,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,LINEAR_RATE,329.9,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,LINEAR_RATE_DEMI,329.9,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,LINEAR_RATE_DEMI_EST,315.2,0.037,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
12,LINEAR_RATE_NO_DUPL,326.4,0,0.036726422,0.014668175,0.038219366,0.013735085,0,0.038853868,0.013175231,0,0.012988613,0.006904866,0,0.003247153,0.052999512,0,-0.001567591,8.58E-04,0.04344467,0,-8.21E-04,9.70E-04,0,0.04344467,0,-8.21E-04,9.70E-04,0,0.00373236,7.09E-04,7.09E-04,4.48E-04,0,0.003023212
