#Nodes with GAIN events with expectation above 0.5
Leiolep: 1.37349
Furcep: 1.88782
N57: 1.87378
N63: 1.05426
N64: 1.91725
N75: 1.03362
C3125: 1.30139
N93: 1.39874
C2208: 1.00039
Riebrev: 2.50444
Total number of gain events: 23.9583
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.58434
N2: 1.0635
Rhaspe: 1.71694
Rhamar: 1.65096
Rhatem: 0.780588
N34: 1.1189
N38: 1.01101
N43: 0.959403
N46: 0.769696
FGA465: 0.954159
N59: 0.722643
N61: 0.710131
FGA489: 1.00294
N70: 0.618871
N74: 0.976519
Calboe: 2.45973
N79: 1.60545
N80: 1.34659
N81: 1.45441
N86: 0.977411
N89: 1.54868
C404: 1.01653
N97: 1.00451
N107: 0.965336
N129: 1.14201
Total number of loss events: 37.9124
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 5.94841e-20
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.75904
N2: 0.891468
N3: 0.55732
N34: 0.999635
N65: 0.672148
N113: 0.958778
N117: 0.968604
N119: 0.621737
Riebrev: 1.95311
N129: 0.945227
Total number of demi-dulications events: 13.1111
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	1.37349	1.58434	0	1.75904	0
N2	0.434441	1.0635	5.94715e-20	0.891468	0
N3	0.0264477	0.0249087	1.2234e-23	0.55732	0
N4	0.0704204	0.0783663	7.20782e-27	0.438967	0
N5	0.0108261	0.00867436	1.40516e-31	0.00566714	0
B3088	0.213066	0.222394	0	0.00269729	0
N6	0.0158972	0.0137416	1.32105e-31	0.00121345	0
N7	0.177318	0.188797	9.53579e-45	0.00148388	0
BGA709	8.80802e-08	1.40944e-07	0	3.38853e-10	0
BGA710	8.80802e-08	1.40944e-07	0	3.38853e-10	0
BGA309	0.177664	0.189144	0	0.00148388	0
N8	0.0267287	0.0318979	2.55113e-35	0.00813152	0
N9	0.0476569	0.0461892	2.02949e-35	0.000217217	0
N10	0.0468041	0.0502666	5.61368e-54	1.6159e-05	0
B11696	5.73386e-08	9.2633e-08	0	9.07905e-12	0
B11697	5.73386e-08	9.2633e-08	0	9.07905e-12	0
N11	0.0402774	0.0436827	5.81079e-41	1.61416e-05	0
B11609	0.000195504	0.000252689	0	1.71105e-08	0
BGA392	0.000195504	0.000252689	0	1.71105e-08	0
N12	0.00441823	0.00565489	2.69672e-40	0.000226891	0
N13	0.000679733	0.000738439	8.83348e-46	4.90033e-06	0
N14	0.0104303	0.00925282	1.82081e-40	1.29322e-06	0
N15	0.0668346	0.0687114	1.38842e-59	2.87309e-07	0
B985	7.46197e-08	1.15532e-07	0	2.42083e-13	0
B983	7.46197e-08	1.15532e-07	0	2.42083e-13	0
N16	0.034497	0.0356681	5.50734e-46	2.82356e-07	0
N17	0.00844535	0.00915112	6.53337e-60	5.20584e-09	0
B199	2.00008e-08	3.24965e-08	0	5.56128e-15	0
BGAA3	2.00008e-08	3.24965e-08	0	5.56128e-15	0
N18	0.00844447	0.00915025	6.57216e-60	5.20584e-09	0
B11604	2.82966e-08	4.59811e-08	0	7.88069e-15	0
BGA583	2.82966e-08	4.59811e-08	0	7.88069e-15	0
N19	0.0190391	0.0185525	1.9051e-43	1.52727e-06	0
N20	0.0424748	0.0436605	2.39857e-60	5.32817e-08	0
BGA89	6.62129e-07	1.02512e-06	0	6.38109e-13	0
BGA40	6.62129e-07	1.02512e-06	0	6.38109e-13	0
N21	0.0046307	0.00475085	1.81623e-44	4.47106e-08	0
N22	0.026698	0.0277638	3.09791e-61	8.57033e-09	0
BGAA2	4.91952e-08	7.70839e-08	0	1.31551e-14	0
BGAA1	4.91952e-08	7.70839e-08	0	1.31551e-14	0
N23	0.0243879	0.0254457	1.35187e-56	8.568e-09	0
BGA584	1.40494e-05	2.2116e-05	0	3.60561e-12	0
BGA706	1.40494e-05	2.2116e-05	0	3.60561e-12	0
N24	0.0348055	0.0330792	1.14672e-43	6.00075e-06	0
N25	0.0381804	0.0406611	3.0391e-50	4.81132e-07	0
BGA304	6.22988e-06	1.00046e-05	0	3.9073e-11	0
BGA303	6.22988e-06	1.00046e-05	0	3.9073e-11	0
N26	0.0396354	0.0421199	7.55241e-57	4.81169e-07	0
BGAB1	3.83012e-08	6.13194e-08	0	2.30348e-13	0
BGA7	3.83012e-08	6.13194e-08	0	2.30348e-13	0
N27	0.444839	0.464149	6.11804e-34	0.447824	0
PGA445	2.40165e-06	3.78127e-06	0	1.24046e-06	0
PGA363	2.40165e-06	3.78127e-06	0	1.24046e-06	0
N28	0.0179609	0.0531484	1.18094e-27	0.00474597	0
N29	0.00525258	0.449437	8.98982e-28	2.96372e-05	0
Rhaspe	0.182117	1.71694	0	0.000752938	0
N30	0.00385371	0.0631929	2.93485e-25	5.22538e-06	0
Rhamar	0.175227	1.65096	0	0.000820355	0
Rhatem	0.299932	0.780588	0	0.00183697	0
N31	0.0225495	0.00142961	4.36918e-35	0.000159765	0
N32	0.022464	0.0233345	2.00277e-38	4.54344e-05	0
N33	0.0134836	0.0288017	1.57126e-33	8.86154e-07	0
N34	0.203204	1.1189	8.10621e-44	0.999635	0
FGA379	1.97248e-07	1.78853e-06	0	0	0
F647	1.97248e-07	1.78853e-06	0	0	0
N35	0.0361851	0.0220603	3.29001e-32	9.64496e-07	0
N36	0.0312476	0.0309554	5.96198e-33	1.99868e-06	0
N37	0.00170164	0.0361381	3.13455e-36	4.79357e-07	0
N38	0.0486872	1.01101	7.91931e-41	1.59321e-07	0
F3016	3.64111e-08	1.17372e-06	0	0	0
F3015	3.64111e-08	1.17372e-06	0	0	0
N39	0.00306765	0.0066028	4.4828e-38	5.75723e-08	0
N40	0.0141277	0.00276965	6.16433e-37	1.50635e-07	0
N41	0.00294998	0.026799	2.35151e-40	5.62303e-08	0
N42	0.000843783	0.0139089	9.00298e-47	4.5602e-10	0
N43	0.0261472	0.959403	1.53399e-45	1.63286e-08	0
F1476	4.65449e-08	2.44661e-06	0	0	0
FGA81	4.65449e-08	2.44661e-06	0	0	0
N44	0.00751188	0.00661987	8.18736e-39	7.32853e-10	0
Furcep	1.88782	0.136726	0	0.0629519	0
N45	0.00126875	0.038394	4.77377e-37	2.14098e-08	0
Furpol	0.142966	0.040007	0	3.73596e-06	0
N46	0.00214831	0.769696	3.82173e-36	6.81737e-09	0
N47	0.00393375	0.116978	6.42135e-38	5.74704e-10	0
N48	0.00764609	0.0240775	3.64786e-55	5.1736e-10	0
F2241	4.84905e-07	2.61864e-06	0	1.13002e-12	0
F12266	4.84905e-07	2.61864e-06	0	1.13002e-12	0
Furang	0.00817414	0.0246077	0	5.17242e-10	0
Fga490	0.0205886	0.150066	0	1.1552e-09	0
N49	0.00577435	0.0202337	1.64802e-45	7.15521e-10	0
N50	0.0139828	0.00450345	1.23553e-41	2.83975e-09	0
N51	0.0589112	0.000904691	6.05863e-42	1.19957e-07	0
N52	0.00284185	0.00218099	2.39924e-44	2.49181e-08	0
N53	0.00322542	0.00318976	2.11422e-38	4.49672e-09	0
FGA456	0.00669282	0.00685455	0	1.46619e-09	0
N54	0.00653361	0.00669517	2.06301e-56	1.46618e-09	0
FGA516	3.1573e-07	4.88762e-07	0	2.74419e-12	0
FGA513	3.1573e-07	4.88762e-07	0	2.74419e-12	0
N55	0.0167214	0.0168475	6.90823e-57	6.32083e-09	0
F12278	4.27619e-08	6.49753e-08	0	1.62543e-12	0
F12279	4.27619e-08	6.49753e-08	0	1.62543e-12	0
N56	0.128361	0.00331305	1.19148e-41	9.14833e-07	0
Furant	0.0090026	0.133549	0	3.92602e-06	0
N57	1.87378	0.00024059	3.14452e-53	1.91337e-05	0
FGA331	1.22986e-05	7.54389e-08	0	2.40598e-09	0
FGA332	1.22986e-05	7.54389e-08	0	2.40598e-09	0
FGA465	0.01281	0.954159	0	3.51615e-09	0
N58	0.00435355	0.226232	2.00472e-42	8.87933e-10	0
N59	0.012668	0.722643	8.76594e-56	1.69293e-09	0
FGA99	1.75092e-07	1.62652e-05	0	1.24079e-12	0
F12269	1.75092e-07	1.62652e-05	0	1.24079e-12	0
N60	0.0135384	0.0212993	1.22017e-37	5.86878e-09	0
N61	0.00790343	0.710131	9.4591e-55	1.66552e-08	0
FGA15	1.81257e-08	2.94675e-06	0	0	0
FGA440	1.81257e-08	2.94675e-06	0	0	0
N62	0.306113	0.00835275	6.40415e-55	2.07903e-06	0
FGA581	1.12118e-06	4.8174e-08	0	8.19026e-11	0
FGA582	1.12118e-06	4.8174e-08	0	8.19026e-11	0
N63	1.05426	0.0372796	1.9474e-43	0.00285976	0
FGA104	2.49823e-06	1.34362e-07	0	3.08956e-09	0
FGA105	2.49823e-06	1.34362e-07	0	3.08956e-09	0
FGA489	0.0441504	1.00294	0	3.09936e-08	0
N64	1.91725	0.110128	4.86732e-38	0.0392057	0
FGA174	0.000110828	1.19401e-05	0	4.39598e-07	0
FGA175	0.000110828	1.19401e-05	0	4.39598e-07	0
FurbGB	0.180799	0.179247	0	0.000497573	0
N65	0.002093	0.00316893	1.1016e-36	0.672148	0
N66	0.00948235	0.0290484	4.20766e-36	0.250079	0
N67	0.0311366	0.367407	4.75147e-36	0.0761342	0
N68	0.439377	0.0782544	7.57167e-45	0.00157667	0
CGA312	2.28655e-05	6.22147e-06	0	4.31395e-08	0
CGA963	2.28655e-05	6.22147e-06	0	4.31395e-08	0
N69	0.00194862	0.231779	1.94478e-39	0.00141898	0
N70	0.000303191	0.618871	3.27172e-51	0.000138963	0
N71	0.00873934	0.00380722	1.58581e-49	3.44741e-06	0
