#Nodes with GAIN events with expectation above 0.5
Leiolep: 1.73492
Furcep: 1.85944
N57: 1.87398
N63: 1.06155
N64: 1.90842
N75: 1.03335
C3125: 1.38327
N93: 1.39663
C2208: 0.995926
Riebrev: 2.49808
Total number of gain events: 23.8656
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 0.779426
N2: 4.82316
N27: 0.568549
Rhaspe: 1.73356
Rhamar: 1.66341
Rhatem: 0.802744
N34: 1.10065
N38: 1.00921
N43: 0.963012
N46: 0.769795
FGA465: 0.960304
N59: 0.720768
N61: 0.708541
FGA489: 1.0047
N70: 0.615669
N74: 0.977849
Calboe: 2.46958
N79: 1.6091
N81: 1.46025
N86: 0.976014
N89: 1.55383
C404: 1.01297
N97: 1.0052
N107: 0.968301
N129: 1.12893
Total number of loss events: 40.487
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 5.20614e-14
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N3: 0.545956
N34: 0.99967
N65: 0.670309
N113: 0.958778
N117: 0.968599
N119: 0.621714
Riebrev: 1.94054
N129: 0.948032
Total number of demi-dulications events: 10.4658
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
N70:ML=17 to N80:ML=15  ProbOfChange = 0.911113  sum expectations= 0.47304
	HEURISTIC ESTIMATION:	Gains = 7.80091e-06	Losses = 1.35527	Duplications = 3.17972e-53	Demi-dupl = 3.15597e-06	Base-number = 0
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	1.73492	0.779426	7.23705e-15	0.00692402	0
N2	0.0182407	4.82316	4.48243e-14	7.48876e-09	0
N3	0.0144062	0.0783708	9.89911e-30	0.545956	0
N4	0.0541458	0.14921	2.98775e-34	0.442596	0
N5	0.0106319	0.0116538	2.459e-37	0.00582803	0
B3088	0.217145	0.234882	0	0.00277631	0
N6	0.0164677	0.0162447	5.51012e-36	0.0012483	0
N7	0.18089	0.198844	3.81579e-39	0.00152811	0
BGA709	8.77217e-08	1.44992e-07	0	3.4918e-10	0
BGA710	8.77217e-08	1.44992e-07	0	3.4918e-10	0
BGA309	0.18097	0.198924	0	0.00152811	0
N8	0.0280794	0.043608	2.24325e-38	0.00836383	0
N9	0.0484921	0.0480203	1.50714e-37	0.000223887	0
N10	0.047386	0.0510744	6.56287e-53	1.66572e-05	0
B11696	5.73228e-08	9.30124e-08	0	9.35834e-12	0
B11697	5.73228e-08	9.30124e-08	0	9.35834e-12	0
N11	0.0407791	0.0444097	6.52381e-44	1.66396e-05	0
B11609	0.000829376	0.000887309	0	1.76369e-08	0
BGA392	0.000829376	0.000887309	0	1.76369e-08	0
N12	0.00450691	0.00676019	1.83438e-44	0.00023386	0
N13	0.000780709	0.000918909	8.49184e-48	5.05037e-06	0
N14	0.0117599	0.0106559	8.63618e-41	1.33319e-06	0
N15	0.0690562	0.0709852	1.78255e-55	2.96196e-07	0
B985	7.46172e-08	1.15612e-07	0	2.46566e-13	0
B983	7.46172e-08	1.15612e-07	0	2.46566e-13	0
N16	0.0365017	0.0377222	1.43348e-44	2.91078e-07	0
N17	0.0101708	0.0108793	2.26629e-60	5.35621e-09	0
B199	2.00007e-08	3.25053e-08	0	5.71782e-15	0
BGAA3	2.00007e-08	3.25053e-08	0	5.71782e-15	0
N18	0.0101697	0.0108782	2.27237e-60	5.3562e-09	0
B11604	2.82964e-08	4.59935e-08	0	8.10255e-15	0
BGA583	2.82964e-08	4.59935e-08	0	8.10255e-15	0
N19	0.0220092	0.0216322	1.33564e-43	1.57444e-06	0
N20	0.0431001	0.0443018	1.48361e-58	5.49211e-08	0
BGA89	6.62121e-07	1.02547e-06	0	6.49712e-13	0
BGA40	6.62121e-07	1.02547e-06	0	6.49712e-13	0
N21	0.00475038	0.00488056	2.59339e-46	4.60903e-08	0
N22	0.0299575	0.0310294	1.01419e-59	8.83461e-09	0
BGAA2	4.91949e-08	7.71e-08	0	1.33802e-14	0
BGAA1	4.91949e-08	7.71e-08	0	1.33802e-14	0
N23	0.0271535	0.0282174	3.31763e-54	8.8322e-09	0
BGA584	0.000116379	0.000124451	0	3.67781e-12	0
BGA706	0.000116379	0.000124451	0	3.67781e-12	0
N24	0.0367656	0.0352038	7.12041e-43	6.18604e-06	0
N25	0.0387602	0.0412815	1.87898e-50	4.95949e-07	0
BGA304	0.000107607	0.000111391	0	4.02137e-11	0
BGA303	0.000107607	0.000111391	0	4.02137e-11	0
N26	0.0402783	0.0428034	2.64423e-55	4.95987e-07	0
BGAB1	3.82996e-08	6.13753e-08	0	2.37019e-13	0
BGA7	3.82996e-08	6.13753e-08	0	2.37019e-13	0
N27	0.454197	0.568549	9.80983e-23	0.450506	0
PGA445	2.29431e-06	4.358e-06	0	1.26838e-06	0
PGA363	2.29431e-06	4.358e-06	0	1.26838e-06	0
N28	0.00917495	0.196115	1.13999e-32	4.38528e-08	0
N29	0.00396473	0.455704	7.48964e-36	2.54379e-09	0
Rhaspe	0.189808	1.73356	0	0.000489587	0
N30	0.00385409	0.0640306	4.71523e-30	6.82844e-08	0
Rhamar	0.179621	1.66341	0	0.00055844	0
Rhatem	0.314793	0.802744	0	0.00144665	0
N31	0.0125867	0.00422687	4.08982e-41	3.74923e-08	0
N32	0.0213127	0.0259533	1.32806e-43	4.21012e-05	0
N33	0.0125291	0.0280007	3.89764e-36	1.03959e-06	0
N34	0.174426	1.10065	8.16913e-36	0.99967	0
FGA379	1.97224e-07	1.78885e-06	0	0	0
F647	1.97224e-07	1.78885e-06	0	0	0
N35	0.0358825	0.021883	6.20027e-33	1.07571e-06	0
N36	0.0304656	0.0302087	2.51119e-33	2.00456e-06	0
N37	0.00160374	0.0360675	2.01416e-36	1.96959e-07	0
N38	0.0468307	1.00921	7.92071e-41	1.21679e-07	0
F3016	3.64092e-08	1.17379e-06	0	1.92703e-12	0
F3015	3.64092e-08	1.17379e-06	0	1.92703e-12	0
N39	0.00277114	0.00631378	6.08491e-37	5.72629e-08	0
N40	0.0140548	0.00267424	6.07634e-37	4.27717e-08	0
N41	0.00274528	0.0266023	6.03109e-41	9.86161e-09	0
N42	0.000748054	0.0138196	9.00442e-47	4.55265e-10	0
N43	0.0297205	0.963012	2.50382e-47	2.36859e-10	0
F1476	4.65434e-08	2.4467e-06	0	1.10924e-12	0
FGA81	4.65434e-08	2.4467e-06	0	1.10924e-12	0
N44	0.00732388	0.00644136	1.97768e-37	2.26539e-09	0
Furcep	1.85944	0.197277	0	0.0807306	0
N45	0.0010824	0.0382129	3.55931e-36	5.67215e-09	0
Furpol	0.14374	0.0412339	0	0.00010884	0
N46	0.00222005	0.769795	6.08319e-37	6.72341e-09	0
N47	0.00374514	0.116793	2.47526e-40	5.75425e-10	0
N48	0.0074895	0.0239215	1.77805e-55	1.39686e-09	0
F2241	0.000101169	0.000103303	0	1.13001e-12	0
F12266	0.000101169	0.000103303	0	1.13001e-12	0
Furang	0.00790941	0.0243436	0	1.30264e-09	0
Fga490	0.0176533	0.147136	0	1.4375e-09	0
N49	0.00563246	0.0200952	1.70535e-48	6.28666e-10	0
N50	0.0137824	0.00430924	1.58556e-44	2.53022e-09	0
N51	0.0588947	0.000804563	6.09979e-45	1.56905e-08	0
N52	0.00252859	0.0018683	1.631e-45	9.01337e-09	0
N53	0.00298593	0.00295052	4.06326e-39	4.50477e-09	0
FGA456	0.00640743	0.00656919	0	1.44829e-09	0
N54	0.00602787	0.00618945	8.75941e-59	1.44718e-09	0
FGA516	3.15729e-07	4.88762e-07	0	2.74415e-12	0
FGA513	3.15729e-07	4.88762e-07	0	2.74415e-12	0
N55	0.0170663	0.0171963	2.76471e-57	9.36057e-07	0
F12278	4.27613e-08	6.49754e-08	0	1.62534e-12	0
F12279	4.27613e-08	6.49754e-08	0	1.62534e-12	0
N56	0.12785	0.00281338	3.42573e-44	6.28125e-06	0
Furant	0.00852302	0.133066	0	3.04551e-06	0
N57	1.87398	0.00164871	1.04228e-53	0.000624924	0
FGA331	1.22986e-05	7.5437e-08	0	2.40588e-09	0
FGA332	1.22986e-05	7.5437e-08	0	2.40588e-09	0
FGA465	0.0189285	0.960304	0	3.96878e-09	0
N58	0.00422727	0.226114	6.4684e-45	9.05322e-10	0
N59	0.0107685	0.720768	4.65447e-56	1.98656e-09	0
FGA99	1.75089e-07	1.62657e-05	0	1.24073e-12	0
F12269	1.75089e-07	1.62657e-05	0	1.24073e-12	0
N60	0.013521	0.0212837	4.49894e-40	4.21086e-09	0
N61	0.00629075	0.708541	5.70679e-55	1.2437e-08	0
FGA15	1.81254e-08	2.94685e-06	0	5.95551e-14	0
FGA440	1.81254e-08	2.94685e-06	0	5.95551e-14	0
N62	0.30571	0.0079725	3.86059e-55	1.99623e-06	0
FGA581	1.1211e-06	4.81746e-08	0	8.18964e-11	0
